onset	duration	trial_type	disobedience	InstructionToButtonTime	InstructionToToneTime
667.33	0.0	AgentNoShock	n/a	n/a	n/a
667.13	1.5	WitnessNoShock	n/a	n/a	n/a
668.17	0.0	LogNoShock	n/a	n/a	n/a
668.17	0.2	Audio	n/a	n/a	n/a
668.17	0.2	AudioTone	n/a	n/a	n/a
668.17	0.2	AudioTone	n/a	n/a	n/a
668.18	8.040000000000077	RatingScale	n/a	n/a	n/a
676.32	0.0	FixationCross	n/a	n/a	n/a
677.61	0.0	FixationCross	n/a	n/a	n/a
682.61	0.5	Audio	n/a	n/a	n/a
682.61	0.5	AudioSendShock	n/a	n/a	n/a
682.61	0.5	AudioInstruction	n/a	4.240000000000009	4.470000000000027
685.14	0.0	Map2	n/a	n/a	n/a
686.85	0.0	Button	n/a	n/a	n/a
686.85	0.0	AgentShock	n/a	n/a	n/a
686.88	1.5	WitnessShock	n/a	n/a	n/a
687.08	0.2	AudioTone	n/a	n/a	n/a
687.08	0.0	LogShock	n/a	n/a	n/a
687.08	0.2	Audio	n/a	n/a	n/a
687.09	11.049999999999955	RatingScale	n/a	n/a	n/a
698.25	0.0	FixationCross	n/a	n/a	n/a
700.0	0.0	FixationCross	n/a	n/a	n/a
701.4	0.5	Audio	n/a	n/a	n/a
701.4	0.5	AudioSendShock	n/a	n/a	n/a
701.4	0.5	AudioInstruction	n/a	3.2100000000000364	3.740000000000009
703.9300000000001	0.0	Map2	n/a	n/a	n/a
704.61	0.0	Button	n/a	n/a	n/a
704.61	0.0	AgentNoShock	n/a	n/a	n/a
704.9399999999999	1.5	WitnessNoShock	n/a	n/a	n/a
705.14	0.2	AudioTone	n/a	n/a	n/a
705.14	0.2	Audio	n/a	n/a	n/a
705.14	0.2	AudioTone	n/a	n/a	n/a
705.15	10.040000000000077	RatingScale	n/a	n/a	n/a
715.3000000000001	0.0	FixationCross	n/a	n/a	n/a
716.49	0.0	FixationCross	n/a	n/a	n/a
720.29	0.5	AudioInstruction	n/a	3.1299999999999955	3.660000000000082
720.29	0.5	AudioSendShock	n/a	n/a	n/a
720.29	0.5	Audio	n/a	n/a	n/a
722.8100000000001	0.0	Map1	n/a	n/a	n/a
723.42	0.0	AgentNoShock	n/a	n/a	n/a
723.2199999999999	1.5	WitnessNoShock	n/a	n/a	n/a
723.95	0.0	LogNoShock	n/a	n/a	n/a
723.95	0.2	AudioTone	n/a	n/a	n/a
723.95	0.2	Audio	n/a	n/a	n/a
723.95	0.2	AudioTone	n/a	n/a	n/a
723.96	9.039999999999964	RatingScale	n/a	n/a	n/a
733.11	0.0	FixationCross	n/a	n/a	n/a
734.8100000000001	0.0	FixationCross	n/a	n/a	n/a
735.01	0.5	AudioDontSendShock	n/a	n/a	n/a
735.01	0.5	AudioInstruction	n/a	3.2000000000000455	4.029999999999973
735.01	0.5	Audio	n/a	n/a	n/a
737.54	0.0	Map2	n/a	n/a	n/a
738.21	0.0	Button	n/a	n/a	n/a
738.21	0.0	AgentNoShock	n/a	n/a	n/a
738.8399999999999	1.5	WitnessNoShock	n/a	n/a	n/a
739.04	0.2	Audio	n/a	n/a	n/a
739.04	0.0	LogNoShock	n/a	n/a	n/a
739.04	0.2	AudioTone	n/a	n/a	n/a
739.05	9.050000000000068	RatingScale	n/a	n/a	n/a
748.21	0.0	FixationCross	n/a	n/a	n/a
749.88	0.0	FixationCross	n/a	n/a	n/a
751.28	0.5	AudioInstruction	n/a	3.2000000000000455	3.740000000000009
751.28	0.5	AudioSendShock	n/a	n/a	n/a
751.28	0.5	Audio	n/a	n/a	n/a
753.8100000000001	0.0	Map1	n/a	n/a	n/a
754.48	0.0	Button	n/a	n/a	n/a
754.48	0.0	AgentNoShock	n/a	n/a	n/a
754.8199999999999	1.5	WitnessNoShock	n/a	n/a	n/a
755.02	0.2	AudioTone	n/a	n/a	n/a
755.02	0.2	Audio	n/a	n/a	n/a
755.02	0.0	LogNoShock	n/a	n/a	n/a
755.03	10.06000000000006	RatingScale	n/a	n/a	n/a
765.19	0.0	FixationCross	n/a	n/a	n/a
766.46	0.0	FixationCross	n/a	n/a	n/a
773.26	0.5	Audio	n/a	n/a	n/a
773.26	0.5	AudioSendShock	n/a	n/a	n/a
773.26	0.5	AudioInstruction	n/a	3.1700000000000728	3.3999999999999773
775.79	0.0	Map2	n/a	n/a	n/a
776.4300000000001	0.0	AgentNoShock	n/a	n/a	n/a
776.23	1.5	WitnessNoShock	n/a	n/a	n/a
776.66	0.2	AudioTone	n/a	n/a	n/a
776.66	0.2	AudioTone	n/a	n/a	n/a
776.66	0.2	Audio	n/a	n/a	n/a
776.66	0.0	LogNoShock	n/a	n/a	n/a
776.67	8.050000000000068	RatingScale	n/a	n/a	n/a
784.82	0.0	FixationCross	n/a	n/a	n/a
786.04	0.0	FixationCross	n/a	n/a	n/a
787.44	0.5	AudioSendShock	n/a	n/a	n/a
787.44	0.5	Audio	n/a	n/a	n/a
787.44	0.5	AudioInstruction	n/a	3.509999999999991	4.339999999999918
789.97	0.0	Map1	n/a	n/a	n/a
790.95	0.0	AgentNoShock	n/a	n/a	n/a
790.75	1.5	WitnessNoShock	n/a	n/a	n/a
791.78	0.2	AudioTone	n/a	n/a	n/a
791.78	0.2	Audio	n/a	n/a	n/a
791.78	0.0	LogNoShock	n/a	n/a	n/a
791.78	0.2	AudioTone	n/a	n/a	n/a
791.79	8.06000000000006	RatingScale	n/a	n/a	n/a
799.95	0.0	FixationCross	n/a	n/a	n/a
801.16	0.0	FixationCross	n/a	n/a	n/a
804.96	0.5	Audio	n/a	n/a	n/a
804.96	0.5	AudioSendShock	n/a	n/a	n/a
804.96	0.5	AudioInstruction	n/a	3.490000000000009	4.009999999999991
807.49	0.0	Map2	n/a	n/a	n/a
808.45	0.0	AgentNoShock	n/a	n/a	n/a
808.25	1.5	WitnessNoShock	n/a	n/a	n/a
808.97	0.2	AudioTone	n/a	n/a	n/a
808.97	0.2	AudioTone	n/a	n/a	n/a
808.97	0.2	Audio	n/a	n/a	n/a
808.97	0.0	LogNoShock	n/a	n/a	n/a
808.99	9.06000000000006	RatingScale	n/a	n/a	n/a
818.15	0.0	FixationCross	n/a	n/a	n/a
819.35	0.0	FixationCross	n/a	n/a	n/a
820.15	0.5	AudioInstruction	n/a	3.1200000000000045	3.3500000000000227
820.15	0.5	AudioDontSendShock	n/a	n/a	n/a
820.15	0.5	Audio	n/a	n/a	n/a
822.67	0.0	Map1	n/a	n/a	n/a
823.27	0.0	Button	n/a	n/a	n/a
823.27	0.0	AgentNoShock	n/a	n/a	n/a
823.3	1.5	WitnessNoShock	n/a	n/a	n/a
823.5	0.0	LogNoShock	n/a	n/a	n/a
823.5	0.2	Audio	n/a	n/a	n/a
823.5	0.2	AudioTone	n/a	n/a	n/a
823.51	10.040000000000077	RatingScale	n/a	n/a	n/a
833.66	0.0	FixationCross	n/a	n/a	n/a
834.9	0.0	FixationCross	n/a	n/a	n/a
841.1	0.5	AudioInstruction	n/a	3.2200000000000273	4.0499999999999545
841.1	0.5	AudioSendShock	n/a	n/a	n/a
841.1	0.5	Audio	n/a	n/a	n/a
843.63	0.0	Map1	n/a	n/a	n/a
844.32	0.0	AgentNoShock	n/a	n/a	n/a
844.12	1.5	WitnessNoShock	n/a	n/a	n/a
845.15	0.2	Audio	n/a	n/a	n/a
845.15	0.0	LogNoShock	n/a	n/a	n/a
845.15	0.2	AudioTone	n/a	n/a	n/a
845.15	0.2	AudioTone	n/a	n/a	n/a
845.16	11.06000000000006	RatingScale	n/a	n/a	n/a
856.32	0.0	FixationCross	n/a	n/a	n/a
858.32	0.0	FixationCross	n/a	n/a	n/a
860.32	0.5	AudioInstruction	n/a	3.230000000000018	3.759999999999991
860.32	0.5	AudioDontSendShock	n/a	n/a	n/a
860.32	0.5	Audio	n/a	n/a	n/a
862.84	0.0	Map1	n/a	n/a	n/a
863.5500000000001	0.0	Button	n/a	n/a	n/a
863.5500000000001	0.0	AgentNoShock	n/a	n/a	n/a
863.88	1.5	WitnessNoShock	n/a	n/a	n/a
864.08	0.2	AudioTone	n/a	n/a	n/a
864.08	0.2	Audio	n/a	n/a	n/a
864.08	0.0	LogNoShock	n/a	n/a	n/a
864.09	9.049999999999955	RatingScale	n/a	n/a	n/a
873.25	0.0	FixationCross	n/a	n/a	n/a
874.34	0.0	FixationCross	n/a	n/a	n/a
874.54	0.5	Audio	n/a	n/a	n/a
874.54	0.5	AudioInstruction	n/a	3.080000000000041	3.910000000000082
874.54	0.5	AudioDontSendShock	n/a	n/a	n/a
877.07	0.0	Map1	n/a	n/a	n/a
877.62	0.0	AgentNoShock	n/a	n/a	n/a
877.42	1.5	WitnessNoShock	n/a	n/a	n/a
878.45	0.2	Audio	n/a	n/a	n/a
878.45	0.2	AudioTone	n/a	n/a	n/a
878.45	0.2	AudioTone	n/a	n/a	n/a
878.45	0.0	LogNoShock	n/a	n/a	n/a
878.46	8.039999999999964	RatingScale	n/a	n/a	n/a
886.61	0.0	FixationCross	n/a	n/a	n/a
888.65	0.0	FixationCross	n/a	n/a	n/a
890.0500000000001	0.5	AudioDontSendShock	n/a	n/a	n/a
890.0500000000001	0.5	Audio	n/a	n/a	n/a
890.0500000000001	0.5	AudioInstruction	n/a	3.199999999999932	4.029999999999973
892.58	0.0	Map2	n/a	n/a	n/a
893.25	0.0	AgentNoShock	n/a	n/a	n/a
893.05	1.5	WitnessNoShock	n/a	n/a	n/a
894.08	0.2	Audio	n/a	n/a	n/a
894.08	0.2	AudioTone	n/a	n/a	n/a
894.08	0.2	AudioTone	n/a	n/a	n/a
894.08	0.0	LogNoShock	n/a	n/a	n/a
894.09	8.139999999999986	RatingScale	n/a	n/a	n/a
902.33	0.0	FixationCross	n/a	n/a	n/a
903.4	0.0	FixationCross	n/a	n/a	n/a
904.2	0.5	AudioSendShock	n/a	n/a	n/a
904.2	0.5	Audio	n/a	n/a	n/a
904.2	0.5	AudioInstruction	n/a	3.169999999999959	3.3999999999999773
906.73	0.0	Map1	n/a	n/a	n/a
907.37	0.0	Button	n/a	n/a	n/a
907.37	0.0	AgentNoShock	n/a	n/a	n/a
907.4	1.5	WitnessNoShock	n/a	n/a	n/a
907.6	0.2	Audio	n/a	n/a	n/a
907.6	0.2	AudioTone	n/a	n/a	n/a
907.6	0.0	LogNoShock	n/a	n/a	n/a
907.61	9.049999999999955	RatingScale	n/a	n/a	n/a
916.76	0.0	FixationCross	n/a	n/a	n/a
918.78	0.0	FixationCross	n/a	n/a	n/a
925.58	0.5	AudioInstruction	n/a	3.25	3.480000000000018
925.58	0.5	Audio	n/a	n/a	n/a
925.58	0.5	AudioDontSendShock	n/a	n/a	n/a
928.1	0.0	Map1	n/a	n/a	n/a
928.83	0.0	Button	n/a	n/a	n/a
928.83	0.0	AgentNoShock	n/a	n/a	n/a
928.86	1.5	WitnessNoShock	n/a	n/a	n/a
929.0600000000001	0.0	LogNoShock	n/a	n/a	n/a
929.0600000000001	0.2	AudioTone	n/a	n/a	n/a
929.0600000000001	0.2	Audio	n/a	n/a	n/a
929.07	11.039999999999964	RatingScale	n/a	n/a	n/a
940.22	0.0	FixationCross	n/a	n/a	n/a
941.5600000000001	0.0	FixationCross	n/a	n/a	n/a
946.5600000000001	0.5	AudioInstruction	n/a	3.3599999999999	3.8899999999999864
946.5600000000001	0.5	Audio	n/a	n/a	n/a
946.5600000000001	0.5	AudioSendShock	n/a	n/a	n/a
949.09	0.0	Map1	n/a	n/a	n/a
949.92	0.0	AgentNoShock	n/a	n/a	n/a
949.7199999999999	1.5	WitnessNoShock	n/a	n/a	n/a
950.45	0.2	AudioTone	n/a	n/a	n/a
950.45	0.0	LogNoShock	n/a	n/a	n/a
950.45	0.2	Audio	n/a	n/a	n/a
950.45	0.2	AudioTone	n/a	n/a	n/a
950.46	9.049999999999955	RatingScale	n/a	n/a	n/a
959.62	0.0	FixationCross	n/a	n/a	n/a
961.1800000000001	0.0	FixationCross	n/a	n/a	n/a
962.58	0.5	Audio	n/a	n/a	n/a
962.58	0.5	AudioInstruction	n/a	3.240000000000009	3.4700000000000273
962.58	0.5	AudioDontSendShock	n/a	n/a	n/a
965.11	0.0	Map2	n/a	n/a	n/a
965.82	0.0	AgentNoShock	n/a	n/a	n/a
965.62	1.5	WitnessNoShock	n/a	n/a	n/a
966.0500000000001	0.2	Audio	n/a	n/a	n/a
966.0500000000001	0.0	LogNoShock	n/a	n/a	n/a
966.0500000000001	0.2	AudioTone	n/a	n/a	n/a
966.0500000000001	0.2	AudioTone	n/a	n/a	n/a
966.0600000000001	9.049999999999955	RatingScale	n/a	n/a	n/a
975.21	0.0	FixationCross	n/a	n/a	n/a
977.11	0.0	FixationCross	n/a	n/a	n/a
981.51	0.5	AudioInstruction	n/a	3.1499999999999773	3.3799999999999955
981.51	0.5	Audio	n/a	n/a	n/a
981.51	0.5	AudioSendShock	n/a	n/a	n/a
984.04	0.0	Map1	n/a	n/a	n/a
984.66	0.0	AgentNoShock	n/a	n/a	n/a
984.4599999999999	1.5	WitnessNoShock	n/a	n/a	n/a
984.89	0.2	Audio	n/a	n/a	n/a
984.89	0.0	LogNoShock	n/a	n/a	n/a
984.89	0.2	AudioTone	n/a	n/a	n/a
984.89	0.2	AudioTone	n/a	n/a	n/a
984.9	9.049999999999955	RatingScale	n/a	n/a	n/a
994.0500000000001	0.0	FixationCross	n/a	n/a	n/a
995.9900000000001	0.0	FixationCross	n/a	n/a	n/a
998.59	0.5	AudioInstruction	n/a	3.230000000000018	4.059999999999945
998.59	0.5	AudioDontSendShock	n/a	n/a	n/a
998.59	0.5	Audio	n/a	n/a	n/a
1001.11	0.0	Map2	n/a	n/a	n/a
1001.82	0.0	AgentNoShock	n/a	n/a	n/a
1001.62	1.5	WitnessNoShock	n/a	n/a	n/a
1002.65	0.0	LogNoShock	n/a	n/a	n/a
1002.65	0.2	Audio	n/a	n/a	n/a
1002.65	0.2	AudioTone	n/a	n/a	n/a
1002.65	0.2	AudioTone	n/a	n/a	n/a
1002.66	11.039999999999964	RatingScale	n/a	n/a	n/a
1013.8100000000001	0.0	FixationCross	n/a	n/a	n/a
1015.0600000000001	0.0	FixationCross	n/a	n/a	n/a
1019.4599999999999	0.5	AudioInstruction	n/a	3.0700000000001637	3.5900000000001455
1019.4599999999999	0.5	Audio	n/a	n/a	n/a
1019.4599999999999	0.5	AudioDontSendShock	n/a	n/a	n/a
1021.9799999999999	0.0	Map2	n/a	n/a	n/a
1022.5300000000001	0.0	Button	n/a	n/a	n/a
1022.5300000000001	0.0	AgentNoShock	n/a	n/a	n/a
1022.85	1.5	WitnessNoShock	n/a	n/a	n/a
1023.0500000000001	0.2	Audio	n/a	n/a	n/a
1023.0500000000001	0.0	LogNoShock	n/a	n/a	n/a
1023.0500000000001	0.2	AudioTone	n/a	n/a	n/a
1023.0600000000001	10.04999999999984	RatingScale	n/a	n/a	n/a
1033.2199999999998	0.0	FixationCross	n/a	n/a	n/a
1034.9199999999998	0.0	FixationCross	n/a	n/a	n/a
1036.32	0.5	AudioDontSendShock	n/a	n/a	n/a
1036.32	0.5	AudioInstruction	n/a	3.119999999999891	3.9500000000000455
1036.32	0.5	Audio	n/a	n/a	n/a
1038.85	0.0	Map1	n/a	n/a	n/a
1039.4399999999998	0.0	Button	n/a	n/a	n/a
1039.4399999999998	0.0	AgentNoShock	n/a	n/a	n/a
1040.07	1.5	WitnessNoShock	n/a	n/a	n/a
1040.27	0.2	Audio	n/a	n/a	n/a
1040.27	0.2	AudioTone	n/a	n/a	n/a
1040.27	0.2	AudioTone	n/a	n/a	n/a
1040.28	11.059999999999945	RatingScale	n/a	n/a	n/a
1051.4399999999998	0.0	FixationCross	n/a	n/a	n/a
1053.4199999999998	0.0	FixationCross	n/a	n/a	n/a
1054.82	0.5	Audio	n/a	n/a	n/a
1054.82	0.5	AudioInstruction	n/a	3.6399999999998727	4.170000000000073
1054.82	0.5	AudioSendShock	n/a	n/a	n/a
1057.35	0.0	Map2	n/a	n/a	n/a
1058.4599999999998	0.0	AgentNoShock	n/a	n/a	n/a
1058.2599999999998	1.5	WitnessNoShock	n/a	n/a	n/a
1058.99	0.0	LogNoShock	n/a	n/a	n/a
1058.99	0.2	Audio	n/a	n/a	n/a
1058.99	0.2	AudioTone	n/a	n/a	n/a
1058.99	0.2	AudioTone	n/a	n/a	n/a
1059.0	8.049999999999955	RatingScale	n/a	n/a	n/a
1067.1599999999999	12.700000000000045	RatingScale	n/a	n/a	n/a
1079.87	0.0	FixationCross	n/a	n/a	n/a
