onset	duration	sample	trial_type	value
851.076	0.002	425539	Stimulus	S 10
852	0.002	426001	Scanner	Scan Start
852.174	0.002	426088	Response	MISS
852.374	0.002	426188	Stimulus	S150
854	0.002	427001	Scanner	Scan Start
856	0.002	428001	Scanner	Scan Start
858	0.002	429001	Scanner	Scan Start
860	0.002	430001	Scanner	Scan Start
861.02	0.002	430511	Stimulus	S 30
862	0.002	431001	Scanner	Scan Start
862.158	0.002	431080	Response	CR
862.358	0.002	431180	Stimulus	S110
864	0.002	432001	Scanner	Scan Start
866	0.002	433001	Scanner	Scan Start
868	0.002	434001	Scanner	Scan Start
869.038	0.002	434520	Stimulus	S 20
869.838	0.002	434920	Response	CR
870	0.002	435001	Scanner	Scan Start
870.038	0.002	435020	Stimulus	S140
872	0.002	436001	Scanner	Scan Start
874	0.002	437001	Scanner	Scan Start
876	0.002	438001	Scanner	Scan Start
877.096	0.002	438549	Stimulus	S 40
878	0.002	439001	Scanner	Scan Start
878.274	0.002	439138	Response	CR
878.476	0.002	439239	Stimulus	S130
880	0.002	440001	Scanner	Scan Start
882	0.002	441001	Scanner	Scan Start
884	0.002	442001	Scanner	Scan Start
886	0.002	443001	Scanner	Scan Start
887.076	0.002	443539	Stimulus	S 10
888	0.002	444001	Scanner	Scan Start
888.246	0.002	444124	Response	Hit
888.448	0.002	444225	Stimulus	S120
890	0.002	445001	Scanner	Scan Start
892	0.002	446001	Scanner	Scan Start
894	0.002	447001	Scanner	Scan Start
895.058	0.002	447530	Stimulus	S 40
896	0.002	448001	Scanner	Scan Start
896.246	0.002	448124	Response	CR
896.446	0.002	448224	Stimulus	S140
898	0.002	449001	Scanner	Scan Start
900	0.002	450001	Scanner	Scan Start
902	0.002	451001	Scanner	Scan Start
903.096	0.002	451549	Stimulus	S 10
903.97	0.002	451986	Response	MISS
904	0.002	452001	Scanner	Scan Start
905.67	0.002	452836	Stimulus	S181
906	0.002	453001	Scanner	Scan Start
908	0.002	454001	Scanner	Scan Start
910	0.002	455001	Scanner	Scan Start
911.076	0.002	455539	Stimulus	S 40
912	0.002	456001	Scanner	Scan Start
912.388	0.002	456195	Response	CR
912.588	0.002	456295	Stimulus	S110
914	0.002	457001	Scanner	Scan Start
916	0.002	458001	Scanner	Scan Start
918	0.002	459001	Scanner	Scan Start
919.02	0.002	459511	Stimulus	S 30
920	0.002	460001	Scanner	Scan Start
920.058	0.002	460030	Response	CR
920.258	0.002	460130	Stimulus	S120
922	0.002	461001	Scanner	Scan Start
924	0.002	462001	Scanner	Scan Start
926	0.002	463001	Scanner	Scan Start
928	0.002	464001	Scanner	Scan Start
929.038	0.002	464520	Stimulus	S 30
930	0.002	465001	Scanner	Scan Start
930.126	0.002	465064	Response	CR
930.328	0.002	465165	Stimulus	S110
932	0.002	466001	Scanner	Scan Start
934	0.002	467001	Scanner	Scan Start
936	0.002	468001	Scanner	Scan Start
937.038	0.002	468520	Stimulus	S 20
937.806	0.002	468904	Response	CR
938	0.002	469001	Scanner	Scan Start
938.008	0.002	469005	Stimulus	S120
940	0.002	470001	Scanner	Scan Start
942	0.002	471001	Scanner	Scan Start
944	0.002	472001	Scanner	Scan Start
945.076	0.002	472539	Stimulus	S 20
945.824	0.002	472913	Response	CR
946	0.002	473001	Scanner	Scan Start
946.024	0.002	473013	Stimulus	S130
948	0.002	474001	Scanner	Scan Start
950	0.002	475001	Scanner	Scan Start
952	0.002	476001	Scanner	Scan Start
953.02	0.002	476511	Stimulus	S 30
954	0.002	477001	Scanner	Scan Start
954.216	0.002	477109	Response	CR
954.418	0.002	477210	Stimulus	S140
956	0.002	478001	Scanner	Scan Start
958	0.002	479001	Scanner	Scan Start
960	0.002	480001	Scanner	Scan Start
961.076	0.002	480539	Stimulus	S 10
962	0.002	481001	Scanner	Scan Start
962.002	0.002	481002	Response	MISS
963.704	0.002	481853	Stimulus	S161
964	0.002	482001	Scanner	Scan Start
966	0.002	483001	Scanner	Scan Start
968	0.002	484001	Scanner	Scan Start
970	0.002	485001	Scanner	Scan Start
971.094	0.002	485548	Stimulus	S 10
972	0.002	486001	Scanner	Scan Start
972.558	0.002	486280	Response	MISS
972.76	0.002	486381	Stimulus	S170
974	0.002	487001	Scanner	Scan Start
976	0.002	488001	Scanner	Scan Start
978	0.002	489001	Scanner	Scan Start
980	0.002	490001	Scanner	Scan Start
981.076	0.002	490539	Stimulus	S 20
982	0.002	491001	Scanner	Scan Start
982.396	0.002	491199	Response	CR
982.598	0.002	491300	Stimulus	S130
984	0.002	492001	Scanner	Scan Start
986	0.002	493001	Scanner	Scan Start
988	0.002	494001	Scanner	Scan Start
990	0.002	495001	Scanner	Scan Start
991.038	0.002	495520	Stimulus	S 20
992	0.002	496001	Scanner	Scan Start
992.168	0.002	496085	Response	CR
992.37	0.002	496186	Stimulus	S110
994	0.002	497001	Scanner	Scan Start
996	0.002	498001	Scanner	Scan Start
998	0.002	499001	Scanner	Scan Start
1000	0.002	500001	Scanner	Scan Start
1001.038	0.002	500520	Stimulus	S 10
1002	0.002	501001	Scanner	Scan Start
1002.484	0.002	501243	Response	MISS
1002.686	0.002	501344	Stimulus	S150
1004	0.002	502001	Scanner	Scan Start
1006	0.002	503001	Scanner	Scan Start
1008	0.002	504001	Scanner	Scan Start
1009.094	0.002	504548	Stimulus	S 30
1010	0.002	505001	Scanner	Scan Start
1010.832	0.002	505417	Response	CR
1011.034	0.002	505518	Stimulus	S130
1012	0.002	506001	Scanner	Scan Start
1014	0.002	507001	Scanner	Scan Start
1016	0.002	508001	Scanner	Scan Start
1018	0.002	509001	Scanner	Scan Start
1019.056	0.002	509529	Stimulus	S 40
1020	0.002	510001	Scanner	Scan Start
1021.086	0.002	510544	Stimulus	S190
1022	0.002	511001	Scanner	Scan Start
1024	0.002	512001	Scanner	Scan Start
1026	0.002	513001	Scanner	Scan Start
1028	0.002	514001	Scanner	Scan Start
1029.018	0.002	514510	Stimulus	S 40
1030	0.002	515001	Scanner	Scan Start
1030.312	0.002	515157	Response	CR
1030.514	0.002	515258	Stimulus	S110
1032	0.002	516001	Scanner	Scan Start
1034	0.002	517001	Scanner	Scan Start
1036	0.002	518001	Scanner	Scan Start
1038	0.002	519001	Scanner	Scan Start
1039.094	0.002	519548	Stimulus	S 30
1040	0.002	520001	Scanner	Scan Start
1040.444	0.002	520223	Response	FA
1040.646	0.002	520324	Stimulus	S170
1042	0.002	521001	Scanner	Scan Start
1044	0.002	522001	Scanner	Scan Start
1046	0.002	523001	Scanner	Scan Start
1047.076	0.002	523539	Stimulus	S 30
1048	0.002	524001	Scanner	Scan Start
1048.654	0.002	524328	Response	CR
1048.856	0.002	524429	Stimulus	S140
1050	0.002	525001	Scanner	Scan Start
1052	0.002	526001	Scanner	Scan Start
1054	0.002	527001	Scanner	Scan Start
1056	0.002	528001	Scanner	Scan Start
1057.038	0.002	528520	Stimulus	S 20
1057.88	0.002	528941	Response	CR
1058	0.002	529001	Scanner	Scan Start
1058.082	0.002	529042	Stimulus	S130
1060	0.002	530001	Scanner	Scan Start
1062	0.002	531001	Scanner	Scan Start
1064	0.002	532001	Scanner	Scan Start
1066	0.002	533001	Scanner	Scan Start
1067.02	0.002	533511	Stimulus	S 10
1067.752	0.002	533877	Response	MISS
1067.954	0.002	533978	Stimulus	S160
1068	0.002	534001	Scanner	Scan Start
1070	0.002	535001	Scanner	Scan Start
1072	0.002	536001	Scanner	Scan Start
1074	0.002	537001	Scanner	Scan Start
1076	0.002	538001	Scanner	Scan Start
1077.058	0.002	538530	Stimulus	S 20
1078	0.002	539001	Scanner	Scan Start
1078.014	0.002	539008	Response	CR
1079.716	0.002	539859	Stimulus	S121
1080	0.002	540001	Scanner	Scan Start
1082	0.002	541001	Scanner	Scan Start
1084	0.002	542001	Scanner	Scan Start
1086	0.002	543001	Scanner	Scan Start
1087.096	0.002	543549	Stimulus	S 20
1087.778	0.002	543890	Response	CR
1087.978	0.002	543990	Stimulus	S140
1088	0.002	544001	Scanner	Scan Start
1090	0.002	545001	Scanner	Scan Start
1092	0.002	546001	Scanner	Scan Start
1094	0.002	547001	Scanner	Scan Start
1095.076	0.002	547539	Stimulus	S 40
1096	0.002	548001	Scanner	Scan Start
1096.124	0.002	548063	Response	CR
1096.324	0.002	548163	Stimulus	S120
1098	0.002	549001	Scanner	Scan Start
1100	0.002	550001	Scanner	Scan Start
1102	0.002	551001	Scanner	Scan Start
1104	0.002	552001	Scanner	Scan Start
1105.038	0.002	552520	Stimulus	S 40
1106	0.002	553001	Scanner	Scan Start
1106.186	0.002	553094	Response	CR
1106.386	0.002	553194	Stimulus	S110
1108	0.002	554001	Scanner	Scan Start
1110	0.002	555001	Scanner	Scan Start
1112	0.002	556001	Scanner	Scan Start
1114	0.002	557001	Scanner	Scan Start
1115.02	0.002	557511	Stimulus	S 20
1116	0.002	558001	Scanner	Scan Start
1116.112	0.002	558057	Response	CR
1116.314	0.002	558158	Stimulus	S140
1118	0.002	559001	Scanner	Scan Start
1120	0.002	560001	Scanner	Scan Start
1122	0.002	561001	Scanner	Scan Start
1124	0.002	562001	Scanner	Scan Start
1125.058	0.002	562530	Stimulus	S 10
1125.968	0.002	562985	Response	Hit
1126	0.002	563001	Scanner	Scan Start
1126.17	0.002	563086	Stimulus	S130
1128	0.002	564001	Scanner	Scan Start
1130	0.002	565001	Scanner	Scan Start
1132	0.002	566001	Scanner	Scan Start
1134	0.002	567001	Scanner	Scan Start
1135.02	0.002	567511	Stimulus	S 20
1136	0.002	568001	Scanner	Scan Start
1136.232	0.002	568117	Response	FA
1137.934	0.002	568968	Stimulus	S151
1138	0.002	569001	Scanner	Scan Start
1140	0.002	570001	Scanner	Scan Start
1142	0.002	571001	Scanner	Scan Start
1143.02	0.002	571511	Stimulus	S 20
1144	0.002	572001	Scanner	Scan Start
1144.456	0.002	572229	Response	FA
1144.658	0.002	572330	Stimulus	S180
1146	0.002	573001	Scanner	Scan Start
1148	0.002	574001	Scanner	Scan Start
1150	0.002	575001	Scanner	Scan Start
1152	0.002	576001	Scanner	Scan Start
1153.038	0.002	576520	Stimulus	S 40
1154	0.002	577001	Scanner	Scan Start
1154.178	0.002	577090	Response	CR
1154.378	0.002	577190	Stimulus	S110
1156	0.002	578001	Scanner	Scan Start
1158	0.002	579001	Scanner	Scan Start
1160	0.002	580001	Scanner	Scan Start
1162	0.002	581001	Scanner	Scan Start
1163.076	0.002	581539	Stimulus	S 10
1164	0.002	582001	Scanner	Scan Start
1164.02	0.002	582011	Response	MISS
1164.22	0.002	582111	Stimulus	S170
1166	0.002	583001	Scanner	Scan Start
1168	0.002	584001	Scanner	Scan Start
1170	0.002	585001	Scanner	Scan Start
1171.076	0.002	585539	Stimulus	S 40
1172	0.002	586001	Scanner	Scan Start
1172.036	0.002	586019	Response	CR
1172.236	0.002	586119	Stimulus	S140
1174	0.002	587001	Scanner	Scan Start
1176	0.002	588001	Scanner	Scan Start
1178	0.002	589001	Scanner	Scan Start
1179.038	0.002	589520	Stimulus	S 20
1180	0.002	590001	Scanner	Scan Start
1180.242	0.002	590122	Response	CR
1180.442	0.002	590222	Stimulus	S120
1182	0.002	591001	Scanner	Scan Start
1184	0.002	592001	Scanner	Scan Start
1186	0.002	593001	Scanner	Scan Start
1187.058	0.002	593530	Stimulus	S 20
1187.96	0.002	593981	Response	CR
1188	0.002	594001	Scanner	Scan Start
1188.16	0.002	594081	Stimulus	S130
1190	0.002	595001	Scanner	Scan Start
1192	0.002	596001	Scanner	Scan Start
1194	0.002	597001	Scanner	Scan Start
1195.094	0.002	597548	Stimulus	S 30
1196	0.002	598001	Scanner	Scan Start
1196.128	0.002	598065	Response	FA
1196.328	0.002	598165	Stimulus	S150
1198	0.002	599001	Scanner	Scan Start
1200	0.002	600001	Scanner	Scan Start
1202	0.002	601001	Scanner	Scan Start
1204	0.002	602001	Scanner	Scan Start
1205.018	0.002	602510	Stimulus	S 30
1206	0.002	603001	Scanner	Scan Start
1206.246	0.002	603124	Response	CR
1206.448	0.002	603225	Stimulus	S120
1208	0.002	604001	Scanner	Scan Start
1210	0.002	605001	Scanner	Scan Start
1212	0.002	606001	Scanner	Scan Start
1213.094	0.002	606548	Stimulus	S 40
1214	0.002	607001	Scanner	Scan Start
1214.21	0.002	607106	Response	CR
1214.412	0.002	607207	Stimulus	S130
1216	0.002	608001	Scanner	Scan Start
1218	0.002	609001	Scanner	Scan Start
1220	0.002	610001	Scanner	Scan Start
1222	0.002	611001	Scanner	Scan Start
1223.056	0.002	611529	Stimulus	S 10
1223.908	0.002	611955	Response	MISS
1224	0.002	612001	Scanner	Scan Start
1224.11	0.002	612056	Stimulus	S170
1226	0.002	613001	Scanner	Scan Start
1228	0.002	614001	Scanner	Scan Start
1230	0.002	615001	Scanner	Scan Start
1231.02	0.002	615511	Stimulus	S 20
1232	0.002	616001	Scanner	Scan Start
1232.228	0.002	616115	Response	CR
1232.43	0.002	616216	Stimulus	S120
1234	0.002	617001	Scanner	Scan Start
1236	0.002	618001	Scanner	Scan Start
1238	0.002	619001	Scanner	Scan Start
1240	0.002	620001	Scanner	Scan Start
1241.02	0.002	620511	Stimulus	S 30
1242	0.002	621001	Scanner	Scan Start
1242.246	0.002	621124	Response	CR
1242.448	0.002	621225	Stimulus	S110
1244	0.002	622001	Scanner	Scan Start
1246	0.002	623001	Scanner	Scan Start
1248	0.002	624001	Scanner	Scan Start
1249.096	0.002	624549	Stimulus	S 10
1250	0.002	625001	Scanner	Scan Start
1250.044	0.002	625023	Response	MISS
1250.244	0.002	625123	Stimulus	S180
1252	0.002	626001	Scanner	Scan Start
1254	0.002	627001	Scanner	Scan Start
1256	0.002	628001	Scanner	Scan Start
1257.02	0.002	628511	Stimulus	S 40
1258	0.002	629001	Scanner	Scan Start
1258.188	0.002	629095	Response	CR
1259.89	0.002	629946	Stimulus	S131
1260	0.002	630001	Scanner	Scan Start
1262	0.002	631001	Scanner	Scan Start
1264	0.002	632001	Scanner	Scan Start
1266	0.002	633001	Scanner	Scan Start
1267.076	0.002	633539	Stimulus	S 20
1268	0.002	634001	Scanner	Scan Start
1268.272	0.002	634137	Response	CR
1268.474	0.002	634238	Stimulus	S110
1270	0.002	635001	Scanner	Scan Start
1272	0.002	636001	Scanner	Scan Start
1274	0.002	637001	Scanner	Scan Start
1276	0.002	638001	Scanner	Scan Start
1277.02	0.002	638511	Stimulus	S 30
1278	0.002	639001	Scanner	Scan Start
1278.516	0.002	639259	Response	CR
1278.718	0.002	639360	Stimulus	S140
1280	0.002	640001	Scanner	Scan Start
1282	0.002	641001	Scanner	Scan Start
1284	0.002	642001	Scanner	Scan Start
1286	0.002	643001	Scanner	Scan Start
1287.058	0.002	643530	Stimulus	S 10
1288	0.002	644001	Scanner	Scan Start
1288.282	0.002	644142	Response	MISS
1288.484	0.002	644243	Stimulus	S150
1290	0.002	645001	Scanner	Scan Start
1292	0.002	646001	Scanner	Scan Start
1294	0.002	647001	Scanner	Scan Start
1295.02	0.002	647511	Stimulus	S 30
1296	0.002	648001	Scanner	Scan Start
1296.584	0.002	648293	Response	FA
1296.784	0.002	648393	Stimulus	S160
1298	0.002	649001	Scanner	Scan Start
1300	0.002	650001	Scanner	Scan Start
1302	0.002	651001	Scanner	Scan Start
1303.096	0.002	651549	Stimulus	S 10
1304	0.002	652001	Scanner	Scan Start
1304.07	0.002	652036	Response	MISS
1304.27	0.002	652136	Stimulus	S180
1306	0.002	653001	Scanner	Scan Start
1308	0.002	654001	Scanner	Scan Start
1310	0.002	655001	Scanner	Scan Start
1311.038	0.002	655520	Stimulus	S 40
1312	0.002	656001	Scanner	Scan Start
1312.026	0.002	656014	Response	CR
1312.228	0.002	656115	Stimulus	S120
1314	0.002	657001	Scanner	Scan Start
1316	0.002	658001	Scanner	Scan Start
1318	0.002	659001	Scanner	Scan Start
1319.076	0.002	659539	Stimulus	S 30
1320	0.002	660001	Scanner	Scan Start
1320.194	0.002	660098	Response	CR
1320.394	0.002	660198	Stimulus	S140
1322	0.002	661001	Scanner	Scan Start
1324	0.002	662001	Scanner	Scan Start
1326	0.002	663001	Scanner	Scan Start
1328	0.002	664001	Scanner	Scan Start
1329.038	0.002	664520	Stimulus	S 10
1329.84	0.002	664921	Response	MISS
1330	0.002	665001	Scanner	Scan Start
1330.04	0.002	665021	Stimulus	S160
1332	0.002	666001	Scanner	Scan Start
1334	0.002	667001	Scanner	Scan Start
1336	0.002	668001	Scanner	Scan Start
1337.038	0.002	668520	Stimulus	S 30
1338	0.002	669001	Scanner	Scan Start
1338.114	0.002	669058	Response	CR
1338.316	0.002	669159	Stimulus	S130
1340	0.002	670001	Scanner	Scan Start
1342	0.002	671001	Scanner	Scan Start
1344	0.002	672001	Scanner	Scan Start
1346	0.002	673001	Scanner	Scan Start
1347.02	0.002	673511	Stimulus	S 40
1348	0.002	674001	Scanner	Scan Start
1348.144	0.002	674073	Response	CR
1349.844	0.002	674923	Stimulus	S121
1350	0.002	675001	Scanner	Scan Start
1352	0.002	676001	Scanner	Scan Start
1354	0.002	677001	Scanner	Scan Start
1356	0.002	678001	Scanner	Scan Start
1357.038	0.002	678520	Stimulus	S 20
1358	0.002	679001	Scanner	Scan Start
1358.132	0.002	679067	Response	CR
1358.332	0.002	679167	Stimulus	S140
1360	0.002	680001	Scanner	Scan Start
1362	0.002	681001	Scanner	Scan Start
1364	0.002	682001	Scanner	Scan Start
1365.038	0.002	682520	Stimulus	S 10
1366	0.002	683001	Scanner	Scan Start
1366.026	0.002	683014	Response	MISS
1366.226	0.002	683114	Stimulus	S170
1368	0.002	684001	Scanner	Scan Start
1370	0.002	685001	Scanner	Scan Start
1372	0.002	686001	Scanner	Scan Start
1374	0.002	687001	Scanner	Scan Start
1375.058	0.002	687530	Stimulus	S 10
1376	0.002	688001	Scanner	Scan Start
1376.094	0.002	688048	Response	MISS
1376.294	0.002	688148	Stimulus	S150
1378	0.002	689001	Scanner	Scan Start
1380	0.002	690001	Scanner	Scan Start
1382	0.002	691001	Scanner	Scan Start
1384	0.002	692001	Scanner	Scan Start
1385.058	0.002	692530	Stimulus	S 40
1386	0.002	693001	Scanner	Scan Start
1386.202	0.002	693102	Response	CR
1386.404	0.002	693203	Stimulus	S130
1388	0.002	694001	Scanner	Scan Start
1390	0.002	695001	Scanner	Scan Start
1392	0.002	696001	Scanner	Scan Start
1393.02	0.002	696511	Stimulus	S 10
1393.856	0.002	696929	Response	MISS
1394	0.002	697001	Scanner	Scan Start
1394.056	0.002	697029	Stimulus	S170
1396	0.002	698001	Scanner	Scan Start
1398	0.002	699001	Scanner	Scan Start
1400	0.002	700001	Scanner	Scan Start
1401.038	0.002	700520	Stimulus	S 30
1402	0.002	701001	Scanner	Scan Start
1402.41	0.002	701206	Response	CR
1402.612	0.002	701307	Stimulus	S140
1404	0.002	702001	Scanner	Scan Start
1406	0.002	703001	Scanner	Scan Start
1408	0.002	704001	Scanner	Scan Start
1410	0.002	705001	Scanner	Scan Start
1411.038	0.002	705520	Stimulus	S 30
1412	0.002	706001	Scanner	Scan Start
1412.558	0.002	706280	Response	FA
1412.758	0.002	706380	Stimulus	S160
1414	0.002	707001	Scanner	Scan Start
1416	0.002	708001	Scanner	Scan Start
1418	0.002	709001	Scanner	Scan Start
1419.076	0.002	709539	Stimulus	S 40
1420	0.002	710001	Scanner	Scan Start
1420.58	0.002	710291	Response	CR
1422	0.002	711001	Scanner	Scan Start
1422.282	0.002	711142	Stimulus	S111
1424	0.002	712001	Scanner	Scan Start
1426	0.002	713001	Scanner	Scan Start
1427.076	0.002	713539	Stimulus	S 40
1428	0.002	714001	Scanner	Scan Start
1428.454	0.002	714228	Response	CR
1428.654	0.002	714328	Stimulus	S120
1430	0.002	715001	Scanner	Scan Start
1432	0.002	716001	Scanner	Scan Start
1434	0.002	717001	Scanner	Scan Start
1436	0.002	718001	Scanner	Scan Start
1437.076	0.002	718539	Stimulus	S 30
1438	0.002	719001	Scanner	Scan Start
1438.124	0.002	719063	Response	CR
1438.326	0.002	719164	Stimulus	S110
1440	0.002	720001	Scanner	Scan Start
1442	0.002	721001	Scanner	Scan Start
1444	0.002	722001	Scanner	Scan Start
1445.094	0.002	722548	Stimulus	S 20
1445.928	0.002	722965	Response	CR
1446	0.002	723001	Scanner	Scan Start
1446.13	0.002	723066	Stimulus	S130
1448	0.002	724001	Scanner	Scan Start
1450	0.002	725001	Scanner	Scan Start
1452	0.002	726001	Scanner	Scan Start
1453.018	0.002	726510	Stimulus	S 10
1454	0.002	727001	Scanner	Scan Start
1454.052	0.002	727027	Response	MISS
1454.254	0.002	727128	Stimulus	S150
1456	0.002	728001	Scanner	Scan Start
1458	0.002	729001	Scanner	Scan Start
1460	0.002	730001	Scanner	Scan Start
1462	0.002	731001	Scanner	Scan Start
1463.056	0.002	731529	Stimulus	S 20
1464	0.002	732001	Scanner	Scan Start
1464.024	0.002	732013	Response	CR
1464.224	0.002	732113	Stimulus	S120
1466	0.002	733001	Scanner	Scan Start
1468	0.002	734001	Scanner	Scan Start
1470	0.002	735001	Scanner	Scan Start
1472	0.002	736001	Scanner	Scan Start
1473.094	0.002	736548	Stimulus	S 30
1474	0.002	737001	Scanner	Scan Start
1474.048	0.002	737025	Response	CR
1474.25	0.002	737126	Stimulus	S110
1476	0.002	738001	Scanner	Scan Start
1478	0.002	739001	Scanner	Scan Start
1480	0.002	740001	Scanner	Scan Start
1482	0.002	741001	Scanner	Scan Start
1483.038	0.002	741520	Stimulus	S 20
1483.774	0.002	741888	Response	CR
1483.976	0.002	741989	Stimulus	S140
1484	0.002	742001	Scanner	Scan Start
1486	0.002	743001	Scanner	Scan Start
1488	0.002	744001	Scanner	Scan Start
1490	0.002	745001	Scanner	Scan Start
1491.094	0.002	745548	Stimulus	S 40
1492	0.002	746001	Scanner	Scan Start
1492.128	0.002	746065	Response	CR
1492.328	0.002	746165	Stimulus	S110
1494	0.002	747001	Scanner	Scan Start
1496	0.002	748001	Scanner	Scan Start
1498	0.002	749001	Scanner	Scan Start
1500	0.002	750001	Scanner	Scan Start
1501.094	0.002	750548	Stimulus	S 10
1502	0.002	751001	Scanner	Scan Start
1502.004	0.002	751003	Response	MISS
1502.206	0.002	751104	Stimulus	S180
1504	0.002	752001	Scanner	Scan Start
1506	0.002	753001	Scanner	Scan Start
1508	0.002	754001	Scanner	Scan Start
1510	0.002	755001	Scanner	Scan Start
1511.096	0.002	755549	Stimulus	S 20
1511.816	0.002	755909	Response	CR
1512	0.002	756001	Scanner	Scan Start
1512.018	0.002	756010	Stimulus	S120
1514	0.002	757001	Scanner	Scan Start
1516	0.002	758001	Scanner	Scan Start
1518	0.002	759001	Scanner	Scan Start
1519.058	0.002	759530	Stimulus	S 30
1520	0.002	760001	Scanner	Scan Start
1520.902	0.002	760452	Response	CR
1521.104	0.002	760553	Stimulus	S140
1522	0.002	761001	Scanner	Scan Start
1524	0.002	762001	Scanner	Scan Start
1526	0.002	763001	Scanner	Scan Start
1528	0.002	764001	Scanner	Scan Start
1529.038	0.002	764520	Stimulus	S 40
1530	0.002	765001	Scanner	Scan Start
1530.116	0.002	765059	Response	CR
1531.816	0.002	765909	Stimulus	S131
1532	0.002	766001	Scanner	Scan Start
1534	0.002	767001	Scanner	Scan Start
1536	0.002	768001	Scanner	Scan Start
1538	0.002	769001	Scanner	Scan Start
1539.038	0.002	769520	Stimulus	S 20
1539.682	0.002	769842	Response	CR
1539.884	0.002	769943	Stimulus	S110
1540	0.002	770001	Scanner	Scan Start
1542	0.002	771001	Scanner	Scan Start
1544	0.002	772001	Scanner	Scan Start
1546	0.002	773001	Scanner	Scan Start
1548	0.002	774001	Scanner	Scan Start
1549.02	0.002	774511	Stimulus	S 20
1549.97	0.002	774986	Response	CR
1550	0.002	775001	Scanner	Scan Start
1550.172	0.002	775087	Stimulus	S140
1552	0.002	776001	Scanner	Scan Start
1554	0.002	777001	Scanner	Scan Start
1556	0.002	778001	Scanner	Scan Start
1557.076	0.002	778539	Stimulus	S 40
1558	0.002	779001	Scanner	Scan Start
1558.116	0.002	779059	Response	CR
1558.316	0.002	779159	Stimulus	S110
1560	0.002	780001	Scanner	Scan Start
1562	0.002	781001	Scanner	Scan Start
1564	0.002	782001	Scanner	Scan Start
1565.058	0.002	782530	Stimulus	S 10
1565.86	0.002	782931	Response	MISS
1566	0.002	783001	Scanner	Scan Start
1566.06	0.002	783031	Stimulus	S160
1568	0.002	784001	Scanner	Scan Start
1570	0.002	785001	Scanner	Scan Start
1572	0.002	786001	Scanner	Scan Start
1574	0.002	787001	Scanner	Scan Start
1575.02	0.002	787511	Stimulus	S 10
1575.508	0.002	787755	Response	MISS
1575.708	0.002	787855	Stimulus	S180
1576	0.002	788001	Scanner	Scan Start
1578	0.002	789001	Scanner	Scan Start
1580	0.002	790001	Scanner	Scan Start
1582	0.002	791001	Scanner	Scan Start
1584	0.002	792001	Scanner	Scan Start
1585.076	0.002	792539	Stimulus	S 40
1586	0.002	793001	Scanner	Scan Start
1586.106	0.002	793054	Response	CR
1586.306	0.002	793154	Stimulus	S130
1588	0.002	794001	Scanner	Scan Start
1590	0.002	795001	Scanner	Scan Start
1592	0.002	796001	Scanner	Scan Start
1593.02	0.002	796511	Stimulus	S 20
1593.696	0.002	796849	Response	CR
1594	0.002	797001	Scanner	Scan Start
1595.398	0.002	797700	Stimulus	S141
1596	0.002	798001	Scanner	Scan Start
1598	0.002	799001	Scanner	Scan Start
1600	0.002	800001	Scanner	Scan Start
1602	0.002	801001	Scanner	Scan Start
1603.038	0.002	801520	Stimulus	S 10
1603.668	0.002	801835	Response	MISS
1603.868	0.002	801935	Stimulus	S170
1604	0.002	802001	Scanner	Scan Start
1606	0.002	803001	Scanner	Scan Start
1608	0.002	804001	Scanner	Scan Start
1610	0.002	805001	Scanner	Scan Start
1611.076	0.002	805539	Stimulus	S 30
1612	0.002	806001	Scanner	Scan Start
1612.102	0.002	806052	Response	CR
1612.304	0.002	806153	Stimulus	S120
1614	0.002	807001	Scanner	Scan Start
1616	0.002	808001	Scanner	Scan Start
1618	0.002	809001	Scanner	Scan Start
1619.058	0.002	809530	Stimulus	S 30
1620	0.002	810001	Scanner	Scan Start
1620.056	0.002	810029	Response	CR
1620.256	0.002	810129	Stimulus	S130
1622	0.002	811001	Scanner	Scan Start
1624	0.002	812001	Scanner	Scan Start
1626	0.002	813001	Scanner	Scan Start
1628	0.002	814001	Scanner	Scan Start
1630	0.002	815001	Scanner	Scan Start
