onset	duration	trial_type	category	manner	phoneme1	phoneme2	place	tms_intensity	tms_target	trial	voicing
910.306	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	165	no
910.356	0	stimulus	n/a	n/a	o	p	n/a	n/a	lip	n/a	n/a
914.3235	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	166	no
914.3735	0	stimulus	n/a	n/a	e	b	n/a	n/a	control_lip	n/a	n/a
918.338	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	167	no
918.388	0	stimulus	n/a	n/a	a	t	n/a	n/a	lip	n/a	n/a
922.304	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_lip	168	no
922.354	0	stimulus	n/a	n/a	p	a	n/a	n/a	control_lip	n/a	n/a
926.3205	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	169	no
926.3705	0	stimulus	n/a	n/a	t	u	n/a	n/a	control_lip	n/a	n/a
930.303	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	170	yes
930.353	0	stimulus	n/a	n/a	b	i	n/a	n/a	lip	n/a	n/a
934.303	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	171	no
934.353	0	stimulus	n/a	n/a	o	b	n/a	n/a	lip	n/a	n/a
938.3015	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	172	no
938.3515	0	stimulus	n/a	n/a	p	i	n/a	n/a	lip	n/a	n/a
942.3195	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	173	no
942.3695	0	stimulus	n/a	n/a	a	t	n/a	n/a	lip	n/a	n/a
946.3005	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	174	yes
946.3505	0	stimulus	n/a	n/a	b	a	n/a	n/a	lip	n/a	n/a
950.3165	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	175	no
950.3665	0	stimulus	n/a	n/a	p	u	n/a	n/a	lip	n/a	n/a
954.316	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	176	no
954.366	0	stimulus	n/a	n/a	t	u	n/a	n/a	lip	n/a	n/a
974.363	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	177	no
974.413	0	stimulus	n/a	n/a	t	i	n/a	n/a	lip	n/a	n/a
978.346	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	178	no
978.396	0	stimulus	n/a	n/a	u	d	n/a	n/a	control_lip	n/a	n/a
982.312	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	179	no
982.362	0	stimulus	n/a	n/a	t	a	n/a	n/a	lip	n/a	n/a
986.3445	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	180	no
986.3945	0	stimulus	n/a	n/a	t	e	n/a	n/a	lip	n/a	n/a
990.311	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	181	no
990.361	0	stimulus	n/a	n/a	p	i	n/a	n/a	lip	n/a	n/a
994.327	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	182	no
994.377	0	stimulus	n/a	n/a	o	b	n/a	n/a	control_lip	n/a	n/a
998.327	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	183	yes
998.377	0	stimulus	n/a	n/a	d	a	n/a	n/a	control_lip	n/a	n/a
1002.309	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	184	yes
1002.359	0	stimulus	n/a	n/a	b	e	n/a	n/a	lip	n/a	n/a
1006.337	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	185	no
1006.387	0	stimulus	n/a	n/a	i	t	n/a	n/a	lip	n/a	n/a
1010.3355	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	186	no
1010.3855	0	stimulus	n/a	n/a	i	p	n/a	n/a	control_lip	n/a	n/a
1014.336	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	187	no
1014.386	0	stimulus	n/a	n/a	i	t	n/a	n/a	control_lip	n/a	n/a
1018.3515	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	188	no
1018.4015	0	stimulus	n/a	n/a	a	d	n/a	n/a	control_lip	n/a	n/a
1022.318	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	189	no
1022.368	0	stimulus	n/a	n/a	t	o	n/a	n/a	control_lip	n/a	n/a
1026.3055	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	190	no
1026.3555	0	stimulus	n/a	n/a	p	e	n/a	n/a	lip	n/a	n/a
1030.3225	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	191	no
1030.3725	0	stimulus	n/a	n/a	e	t	n/a	n/a	lip	n/a	n/a
1034.3045	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	192	no
1034.3545	0	stimulus	n/a	n/a	t	i	n/a	n/a	lip	n/a	n/a
1038.3205	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	193	no
1038.3705	0	stimulus	n/a	n/a	t	a	n/a	n/a	lip	n/a	n/a
1042.338	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	194	no
1042.388	0	stimulus	n/a	n/a	u	p	n/a	n/a	control_lip	n/a	n/a
1046.303	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	195	no
1046.353	0	stimulus	n/a	n/a	t	u	n/a	n/a	lip	n/a	n/a
1050.3525	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	196	no
1050.4025	0	stimulus	n/a	n/a	u	t	n/a	n/a	lip	n/a	n/a
1054.336	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	197	yes
1054.386	0	stimulus	n/a	n/a	d	e	n/a	n/a	lip	n/a	n/a
1058.317	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	198	no
1058.367	0	stimulus	n/a	n/a	p	o	n/a	n/a	lip	n/a	n/a
1062.3165	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	199	no
1062.3665	0	stimulus	n/a	n/a	e	p	n/a	n/a	lip	n/a	n/a
1066.317	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	200	no
1066.367	0	stimulus	n/a	n/a	e	d	n/a	n/a	control_lip	n/a	n/a
1070.3495	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	201	no
1070.3995	0	stimulus	n/a	n/a	u	t	n/a	n/a	lip	n/a	n/a
1074.349	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	202	no
1074.399	0	stimulus	n/a	n/a	i	b	n/a	n/a	control_lip	n/a	n/a
1078.3295	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	203	no
1078.3795	0	stimulus	n/a	n/a	e	p	n/a	n/a	control_lip	n/a	n/a
1082.3455	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_lip	204	yes
1082.3955	0	stimulus	n/a	n/a	b	e	n/a	n/a	control_lip	n/a	n/a
1086.33	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	205	no
1086.38	0	stimulus	n/a	n/a	i	d	n/a	n/a	lip	n/a	n/a
1090.347	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	206	no
1090.397	0	stimulus	n/a	n/a	u	b	n/a	n/a	lip	n/a	n/a
1094.3285	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	207	no
1094.3785	0	stimulus	n/a	n/a	e	b	n/a	n/a	control_lip	n/a	n/a
1098.3285	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	208	no
1098.3785	0	stimulus	n/a	n/a	p	o	n/a	n/a	lip	n/a	n/a
1102.3455	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	209	no
1102.3955	0	stimulus	n/a	n/a	t	i	n/a	n/a	control_lip	n/a	n/a
1106.311	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_lip	210	yes
1106.361	0	stimulus	n/a	n/a	b	u	n/a	n/a	control_lip	n/a	n/a
1110.31	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	211	yes
1110.36	0	stimulus	n/a	n/a	d	e	n/a	n/a	lip	n/a	n/a
1114.309	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	212	no
1114.359	0	stimulus	n/a	n/a	p	e	n/a	n/a	lip	n/a	n/a
1118.3085	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	213	yes
1118.3585	0	stimulus	n/a	n/a	d	u	n/a	n/a	lip	n/a	n/a
1122.308	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	214	no
1122.358	0	stimulus	n/a	n/a	i	p	n/a	n/a	lip	n/a	n/a
1126.341	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	215	no
1126.391	0	stimulus	n/a	n/a	a	d	n/a	n/a	control_lip	n/a	n/a
1130.3235	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_lip	216	yes
1130.3735	0	stimulus	n/a	n/a	b	o	n/a	n/a	control_lip	n/a	n/a
1134.306	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	217	no
1134.356	0	stimulus	n/a	n/a	o	p	n/a	n/a	lip	n/a	n/a
1138.305	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	218	no
1138.355	0	stimulus	n/a	n/a	t	e	n/a	n/a	control_lip	n/a	n/a
1142.3215	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	219	yes
1142.3715	0	stimulus	n/a	n/a	b	i	n/a	n/a	lip	n/a	n/a
1146.337	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	220	no
1146.387	0	stimulus	n/a	n/a	a	p	n/a	n/a	control_lip	n/a	n/a
1150.3385	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	221	no
1150.3885	0	stimulus	n/a	n/a	u	b	n/a	n/a	lip	n/a	n/a
1154.303	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	222	no
1154.353	0	stimulus	n/a	n/a	i	b	n/a	n/a	lip	n/a	n/a
1158.336	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	223	no
1158.386	0	stimulus	n/a	n/a	o	p	n/a	n/a	lip	n/a	n/a
1162.335	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	224	no
1162.385	0	stimulus	n/a	n/a	u	p	n/a	n/a	lip	n/a	n/a
1166.352	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	225	no
1166.402	0	stimulus	n/a	n/a	e	d	n/a	n/a	lip	n/a	n/a
1170.318	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	226	no
1170.368	0	stimulus	n/a	n/a	a	b	n/a	n/a	lip	n/a	n/a
1174.317	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	227	no
1174.367	0	stimulus	n/a	n/a	p	o	n/a	n/a	lip	n/a	n/a
1178.3515	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	228	no
1178.4015	0	stimulus	n/a	n/a	o	d	n/a	n/a	lip	n/a	n/a
1182.35	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	229	yes
1182.4	0	stimulus	n/a	n/a	d	i	n/a	n/a	control_lip	n/a	n/a
1186.3485	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	230	no
1186.3985	0	stimulus	n/a	n/a	t	e	n/a	n/a	control_lip	n/a	n/a
1190.3475	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	231	no
1190.3975	0	stimulus	n/a	n/a	u	p	n/a	n/a	lip	n/a	n/a
1194.314	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	232	no
1194.364	0	stimulus	n/a	n/a	t	o	n/a	n/a	lip	n/a	n/a
1198.3175	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	233	no
1198.3675	0	stimulus	n/a	n/a	o	b	n/a	n/a	control_lip	n/a	n/a
1202.3125	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	234	no
1202.3625	0	stimulus	n/a	n/a	i	t	n/a	n/a	lip	n/a	n/a
1206.3295	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	235	no
1206.3795	0	stimulus	n/a	n/a	e	t	n/a	n/a	lip	n/a	n/a
1210.312	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	236	no
1210.362	0	stimulus	n/a	n/a	u	d	n/a	n/a	control_lip	n/a	n/a
1820.94	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	237	no
1820.99	0	stimulus	n/a	n/a	u	d	n/a	n/a	tongue	n/a	n/a
1824.922	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	238	no
1824.972	0	stimulus	n/a	n/a	a	d	n/a	n/a	tongue	n/a	n/a
1828.922	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	239	no
1828.972	0	stimulus	n/a	n/a	p	u	n/a	n/a	tongue	n/a	n/a
1832.94	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	240	no
1832.99	0	stimulus	n/a	n/a	i	t	n/a	n/a	control_tongue	n/a	n/a
1836.955	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	241	yes
1837.005	0	stimulus	n/a	n/a	b	o	n/a	n/a	tongue	n/a	n/a
1840.919	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	242	no
1840.969	0	stimulus	n/a	n/a	i	d	n/a	n/a	tongue	n/a	n/a
1844.9545	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	243	no
1845.0045	0	stimulus	n/a	n/a	e	b	n/a	n/a	tongue	n/a	n/a
1848.9185	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	244	no
1848.9685	0	stimulus	n/a	n/a	a	d	n/a	n/a	tongue	n/a	n/a
1852.9175	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	245	no
1852.9675	0	stimulus	n/a	n/a	p	a	n/a	n/a	tongue	n/a	n/a
1856.9345	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	246	no
1856.9845	0	stimulus	n/a	n/a	e	t	n/a	n/a	control_tongue	n/a	n/a
1860.9335	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	247	yes
1860.9835	0	stimulus	n/a	n/a	d	a	n/a	n/a	tongue	n/a	n/a
1864.9325	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	248	yes
1864.9825	0	stimulus	n/a	n/a	b	i	n/a	n/a	tongue	n/a	n/a
1868.9155	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	249	yes
1868.9655	0	stimulus	n/a	n/a	b	e	n/a	n/a	tongue	n/a	n/a
1872.913	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	250	no
1872.963	0	stimulus	n/a	n/a	p	u	n/a	n/a	control_tongue	n/a	n/a
1876.9145	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	251	no
1876.9645	0	stimulus	n/a	n/a	u	t	n/a	n/a	tongue	n/a	n/a
1880.9135	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	252	yes
1880.9635	0	stimulus	n/a	n/a	d	i	n/a	n/a	tongue	n/a	n/a
1884.93	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	253	no
1884.98	0	stimulus	n/a	n/a	t	e	n/a	n/a	control_tongue	n/a	n/a
1888.946	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	254	no
1888.996	0	stimulus	n/a	n/a	e	b	n/a	n/a	control_tongue	n/a	n/a
1892.929	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	255	yes
1892.979	0	stimulus	n/a	n/a	b	a	n/a	n/a	control_tongue	n/a	n/a
1896.9285	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	256	no
1896.9785	0	stimulus	n/a	n/a	p	u	n/a	n/a	tongue	n/a	n/a
1900.9275	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	257	no
1900.9775	0	stimulus	n/a	n/a	i	d	n/a	n/a	control_tongue	n/a	n/a
1904.9275	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	258	no
1904.9775	0	stimulus	n/a	n/a	t	e	n/a	n/a	tongue	n/a	n/a
1908.96	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	259	no
1909.01	0	stimulus	n/a	n/a	o	b	n/a	n/a	tongue	n/a	n/a
1912.926	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	260	no
1912.976	0	stimulus	n/a	n/a	e	d	n/a	n/a	control_tongue	n/a	n/a
1916.9585	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	261	yes
1917.0085	0	stimulus	n/a	n/a	d	i	n/a	n/a	tongue	n/a	n/a
1920.941	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	262	yes
1920.991	0	stimulus	n/a	n/a	b	u	n/a	n/a	tongue	n/a	n/a
1924.9405	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	263	no
1924.9905	0	stimulus	n/a	n/a	p	e	n/a	n/a	control_tongue	n/a	n/a
1928.9235	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	264	no
1928.9735	0	stimulus	n/a	n/a	t	i	n/a	n/a	tongue	n/a	n/a
1932.924	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	265	no
1932.974	0	stimulus	n/a	n/a	u	p	n/a	n/a	tongue	n/a	n/a
1936.924	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	266	no
1936.974	0	stimulus	n/a	n/a	u	b	n/a	n/a	control_tongue	n/a	n/a
1940.94	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	267	no
1940.99	0	stimulus	n/a	n/a	i	t	n/a	n/a	tongue	n/a	n/a
1944.92	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	268	no
1944.97	0	stimulus	n/a	n/a	u	p	n/a	n/a	control_tongue	n/a	n/a
1948.954	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	269	yes
1949.004	0	stimulus	n/a	n/a	d	o	n/a	n/a	tongue	n/a	n/a
1952.9195	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	270	yes
1952.9695	0	stimulus	n/a	n/a	b	i	n/a	n/a	control_tongue	n/a	n/a
1956.919	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	271	yes
1956.969	0	stimulus	n/a	n/a	d	e	n/a	n/a	tongue	n/a	n/a
1960.918	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	272	no
1960.968	0	stimulus	n/a	n/a	p	o	n/a	n/a	control_tongue	n/a	n/a
1964.952	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	273	yes
1965.002	0	stimulus	n/a	n/a	d	a	n/a	n/a	tongue	n/a	n/a
1968.934	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	274	yes
1968.984	0	stimulus	n/a	n/a	b	e	n/a	n/a	tongue	n/a	n/a
1972.934	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	275	no
1972.984	0	stimulus	n/a	n/a	i	b	n/a	n/a	tongue	n/a	n/a
1976.917	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	276	no
1976.967	0	stimulus	n/a	n/a	p	i	n/a	n/a	control_tongue	n/a	n/a
1980.951	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	277	yes
1981.001	0	stimulus	n/a	n/a	b	i	n/a	n/a	tongue	n/a	n/a
1984.915	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	278	no
1984.965	0	stimulus	n/a	n/a	i	p	n/a	n/a	tongue	n/a	n/a
1988.915	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	279	no
1988.965	0	stimulus	n/a	n/a	e	t	n/a	n/a	tongue	n/a	n/a
1992.933	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	280	no
1992.983	0	stimulus	n/a	n/a	o	d	n/a	n/a	control_tongue	n/a	n/a
1996.965	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	281	yes
1997.015	0	stimulus	n/a	n/a	d	a	n/a	n/a	tongue	n/a	n/a
2000.9315	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	282	yes
2000.9815	0	stimulus	n/a	n/a	b	e	n/a	n/a	control_tongue	n/a	n/a
2004.9285	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	283	no
2004.9785	0	stimulus	n/a	n/a	p	a	n/a	n/a	tongue	n/a	n/a
2008.9285	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	284	no
2008.9785	0	stimulus	n/a	n/a	a	p	n/a	n/a	tongue	n/a	n/a
2012.945	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	285	no
2012.995	0	stimulus	n/a	n/a	u	d	n/a	n/a	tongue	n/a	n/a
2016.9455	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	286	no
2016.9955	0	stimulus	n/a	n/a	t	a	n/a	n/a	control_tongue	n/a	n/a
2020.9435	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	287	no
2020.9935	0	stimulus	n/a	n/a	e	b	n/a	n/a	tongue	n/a	n/a
2024.926	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	288	no
2024.976	0	stimulus	n/a	n/a	o	p	n/a	n/a	control_tongue	n/a	n/a
2028.9425	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	289	no
2028.9925	0	stimulus	n/a	n/a	t	e	n/a	n/a	control_tongue	n/a	n/a
2032.9585	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	290	no
2033.0085	0	stimulus	n/a	n/a	a	p	n/a	n/a	tongue	n/a	n/a
2036.9415	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	291	yes
2036.9915	0	stimulus	n/a	n/a	b	o	n/a	n/a	control_tongue	n/a	n/a
2040.924	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	292	no
2040.974	0	stimulus	n/a	n/a	t	i	n/a	n/a	control_tongue	n/a	n/a
2044.923	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	293	no
2044.973	0	stimulus	n/a	n/a	a	b	n/a	n/a	control_tongue	n/a	n/a
2048.941	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	294	no
2048.991	0	stimulus	n/a	n/a	p	o	n/a	n/a	control_tongue	n/a	n/a
2052.955	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	295	no
2053.005	0	stimulus	n/a	n/a	a	d	n/a	n/a	tongue	n/a	n/a
2056.921	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	296	no
2056.971	0	stimulus	n/a	n/a	i	p	n/a	n/a	tongue	n/a	n/a
2076.9675	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	297	no
2077.0175	0	stimulus	n/a	n/a	o	t	n/a	n/a	tongue	n/a	n/a
2080.9345	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	298	no
2080.9845	0	stimulus	n/a	n/a	t	i	n/a	n/a	tongue	n/a	n/a
2084.9165	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	299	yes
2084.9665	0	stimulus	n/a	n/a	d	e	n/a	n/a	control_tongue	n/a	n/a
2088.9165	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	300	no
2088.9665	0	stimulus	n/a	n/a	u	b	n/a	n/a	tongue	n/a	n/a
2092.9165	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	301	no
2092.9665	0	stimulus	n/a	n/a	o	d	n/a	n/a	tongue	n/a	n/a
2096.9335	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	302	yes
2096.9835	0	stimulus	n/a	n/a	b	u	n/a	n/a	control_tongue	n/a	n/a
2100.931	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	303	no
2100.981	0	stimulus	n/a	n/a	p	e	n/a	n/a	tongue	n/a	n/a
2104.9305	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	304	no
2104.9805	0	stimulus	n/a	n/a	o	p	n/a	n/a	control_tongue	n/a	n/a
2108.9305	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	305	no
2108.9805	0	stimulus	n/a	n/a	i	d	n/a	n/a	tongue	n/a	n/a
2112.93	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	306	no
2112.98	0	stimulus	n/a	n/a	o	p	n/a	n/a	tongue	n/a	n/a
2116.929	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	307	no
2116.979	0	stimulus	n/a	n/a	e	p	n/a	n/a	tongue	n/a	n/a
2120.9285	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	308	yes
2120.9785	0	stimulus	n/a	n/a	b	o	n/a	n/a	tongue	n/a	n/a
2124.963	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	309	yes
2125.013	0	stimulus	n/a	n/a	d	e	n/a	n/a	control_tongue	n/a	n/a
2128.9445	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	310	no
2128.9945	0	stimulus	n/a	n/a	t	o	n/a	n/a	tongue	n/a	n/a
2132.927	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	311	no
2132.977	0	stimulus	n/a	n/a	a	p	n/a	n/a	tongue	n/a	n/a
2136.927	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	312	no
2136.977	0	stimulus	n/a	n/a	t	a	n/a	n/a	control_tongue	n/a	n/a
2140.958	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	313	no
2141.008	0	stimulus	n/a	n/a	e	d	n/a	n/a	control_tongue	n/a	n/a
2144.9585	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	314	no
2145.0085	0	stimulus	n/a	n/a	i	b	n/a	n/a	control_tongue	n/a	n/a
2148.9415	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	315	no
2148.9915	0	stimulus	n/a	n/a	p	o	n/a	n/a	tongue	n/a	n/a
2152.924	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	316	yes
2152.974	0	stimulus	n/a	n/a	b	u	n/a	n/a	control_tongue	n/a	n/a
2156.9755	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	317	no
2157.0255	0	stimulus	n/a	n/a	i	p	n/a	n/a	control_tongue	n/a	n/a
2160.9585	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	318	no
2161.0085	0	stimulus	n/a	n/a	u	t	n/a	n/a	tongue	n/a	n/a
2164.939	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	319	no
2164.989	0	stimulus	n/a	n/a	o	t	n/a	n/a	tongue	n/a	n/a
2168.9565	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	320	no
2169.0065	0	stimulus	n/a	n/a	p	i	n/a	n/a	tongue	n/a	n/a
2172.9215	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	321	no
2172.9715	0	stimulus	n/a	n/a	o	b	n/a	n/a	tongue	n/a	n/a
2176.9205	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	322	no
2176.9705	0	stimulus	n/a	n/a	u	p	n/a	n/a	tongue	n/a	n/a
2180.92	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	323	yes
2180.97	0	stimulus	n/a	n/a	b	a	n/a	n/a	control_tongue	n/a	n/a
2184.9195	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	324	yes
