onset	duration	trial_type	event_value	event_sample	response_time	response_time2	stimamp	stimon	sdt	confidence
841.8369140625	0	conf-resp	201	862041	0.67456	7.567	1.08	1.2413	c	0.48
842.712890625	0	stim-adapt	100	862938	1.2794	3.8753	1.05	0.30874	r	0.77
846.81640625	0	cr	104	867140	1.2794	3.8753	1.05	0.30874	r	0.77
847.328125	0	conf	200	867664	1.2794	3.8753	1.05	0.30874	r	0.77
851.2041015625	0	conf-resp	201	871633	1.2794	3.8753	1.05	0.30874	r	0.77
852.53515625	0	stim-adapt	100	872996	0.56203	2.0812	1.05	0.76269	e	0.81
855.474609375	0	cr	104	876006	0.56203	2.0812	1.05	0.76269	e	0.81
855.98828125	0	conf	200	876532	0.56203	2.0812	1.05	0.76269	e	0.81
858.0703125	0	conf-resp	201	878664	0.56203	2.0812	1.05	0.76269	e	0.81
858.9638671875	0	stim-adapt	100	879579	0.60986	2.4963	1.05	0.32227	j	0.76
862.3818359375	0	miss	102	883079	0.60986	2.4963	1.05	0.32227	j	0.76
862.890625	0	conf	200	883600	0.60986	2.4963	1.05	0.32227	j	0.76
865.3857421875	0	conf-resp	201	886155	0.60986	2.4963	1.05	0.32227	j	0.76
867.478515625	0	stim-adapt	100	888298	0.64065	1.4814	1.08	1.5162	c	0.5
869.7294921875	0	miss	102	890603	0.64065	1.4814	1.08	1.5162	c	0.5
870.2373046875	0	conf	200	891123	0.64065	1.4814	1.08	1.5162	c	0.5
871.7197265625	0	conf-resp	201	892641	0.64065	1.4814	1.08	1.5162	c	0.5
874.03125	0	stim-adapt	100	895008	0.58388	1.7217	1.11	1.7422	r	0.61
876.005859375	0	miss	102	897030	0.58388	1.7217	1.11	1.7422	r	0.61
876.5146484375	0	conf	200	897551	0.58388	1.7217	1.11	1.7422	r	0.61
878.236328125	0	conf-resp	201	899314	0.58388	1.7217	1.11	1.7422	r	0.61
879.5126953125	0	stim-adapt	100	900621	0.34466	1.5688	1.14	0.70155	e	0.84
882.2900390625	0	cr	104	903465	0.34466	1.5688	1.14	0.70155	e	0.84
882.80078125	0	conf	200	903988	0.34466	1.5688	1.14	0.70155	e	0.84
884.3701171875	0	conf-resp	201	905595	0.34466	1.5688	1.14	0.70155	e	0.84
886.3076171875	0	stim-adapt	100	907579	0.33423	1.7885	1.14	1.3711	j	0.7
888.40625	0	hit	101	909728	0.33423	1.7885	1.14	1.3711	j	0.7
888.9150390625	0	conf	200	910249	0.33423	1.7885	1.14	1.3711	j	0.7
890.703125	0	conf-resp	201	912080	0.33423	1.7885	1.14	1.3711	j	0.7
891.8681640625	0	stim-adapt	100	913273	0.47371	2.082	1.11	0.5883	m	0.78
894.876953125	0	hit	101	916354	0.47371	2.082	1.11	0.5883	m	0.78
895.3876953125	0	conf	200	916877	0.47371	2.082	1.11	0.5883	m	0.78
897.4697265625	0	conf-resp	201	919009	0.47371	2.082	1.11	0.5883	m	0.78
899.09765625	0	stim-adapt	100	920676	0.43545	2.8047	1.08	1.0613	i	1
901.6064453125	0	hit	101	923245	0.43545	2.8047	1.08	1.0613	i	1
902.115234375	0	conf	200	923766	0.43545	2.8047	1.08	1.0613	i	1
904.919921875	0	conf-resp	201	926638	0.43545	2.8047	1.08	1.0613	i	1
907.1513671875	0	stim-adapt	100	928923	0.74435	2.4783	1.05	1.6648	s	0.34
909.349609375	0	miss	102	931174	0.74435	2.4783	1.05	1.6648	s	0.34
909.857421875	0	conf	200	931694	0.74435	2.4783	1.05	1.6648	s	0.34
912.3359375	0	conf-resp	201	934232	0.74435	2.4783	1.05	1.6648	s	0.34
914.099609375	0	stim-adapt	100	936038	0.73826	1.3317	1.08	1.195	s	0.67
916.7763671875	0	miss	102	938779	0.73826	1.3317	1.08	1.195	s	0.67
917.287109375	0	conf	200	939302	0.73826	1.3317	1.08	1.195	s	0.67
918.6181640625	0	conf-resp	201	940665	0.73826	1.3317	1.08	1.195	s	0.67
919.857421875	0	stim-adapt	100	941934	0.5332	1.5678	1.11	0.67062	m	0.72
922.857421875	0	miss	102	945006	0.5332	1.5678	1.11	0.67062	m	0.72
923.3671875	0	conf	200	945528	0.5332	1.5678	1.11	0.67062	m	0.72
924.935546875	0	conf-resp	201	947134	0.5332	1.5678	1.11	0.67062	m	0.72
926.1015625	0	stim-adapt	100	948328	0.71069	1.512	1.14	0.59845	i	0.63
929.34765625	0	miss	102	951652	0.71069	1.512	1.14	0.59845	i	0.63
929.857421875	0	conf	200	952174	0.71069	1.512	1.14	0.59845	i	0.63
931.3681640625	0	conf-resp	201	953721	0.71069	1.512	1.14	0.59845	i	0.63
932.841796875	0	stim-adapt	100	955230	0.68243	1.5084	1.17	0.90519	s	0.61
935.7353515625	0	miss	102	958193	0.68243	1.5084	1.17	0.90519	s	0.61
936.2431640625	0	conf	200	958713	0.68243	1.5084	1.17	0.90519	s	0.61
937.751953125	0	conf-resp	201	960258	0.68243	1.5084	1.17	0.90519	s	0.61
939.173828125	0	stim-adapt	100	961714	0.56345	1.7357	1.2	0.84529	s	0.5
942.015625	0	hit	101	964624	0.56345	1.7357	1.2	0.84529	s	0.5
942.53125	0	conf	200	965152	0.56345	1.7357	1.2	0.84529	s	0.5
944.26953125	0	conf-resp	201	966932	0.56345	1.7357	1.2	0.84529	s	0.5
945.5556640625	0	stim-adapt	100	968249	0.34597	1.5819	1.17	0.71921	h	0.6
948.314453125	0	hit	101	971074	0.34597	1.5819	1.17	0.71921	h	0.6
948.8232421875	0	conf	200	971595	0.34597	1.5819	1.17	0.71921	h	0.6
950.40625	0	conf-resp	201	973216	0.34597	1.5819	1.17	0.71921	h	0.6
952.0859375	0	stim-adapt	100	974936	0.39035	1.8121	1.14	1.1166	i	0.61
954.486328125	0	miss	102	977394	0.39035	1.8121	1.14	1.1166	i	0.61
955.005859375	0	conf	200	977926	0.39035	1.8121	1.14	1.1166	i	0.61
956.8193359375	0	conf-resp	201	979783	0.39035	1.8121	1.14	1.1166	i	0.61
958.873046875	0	stim-adapt	100	981886	0.45253	2.1037	1.17	1.4851	t	0.72
960.97265625	0	miss	102	984036	0.45253	2.1037	1.17	1.4851	t	0.72
961.4814453125	0	conf	200	984557	0.45253	2.1037	1.17	1.4851	t	0.72
963.5849609375	0	conf-resp	201	986711	0.45253	2.1037	1.17	1.4851	t	0.72
985.458984375	0	stim-adapt	100	1009110	2.6129	2.4588	1.2	0.88007	c	1
990.314453125	0	hit	101	1014082	2.6129	2.4588	1.2	0.88007	c	1
990.8251953125	0	conf	200	1014605	2.6129	2.4588	1.2	0.88007	c	1
993.2841796875	0	conf-resp	201	1017123	2.6129	2.4588	1.2	0.88007	c	1
994.3671875	0	stim-adapt	100	1018232	3.4544	2.4077	1.17	0.51523	r	1
1000.4482421875	0	hit	101	1024459	3.4544	2.4077	1.17	0.51523	r	1
1000.9599609375	0	conf	200	1024983	3.4544	2.4077	1.17	0.51523	r	1
1003.3681640625	0	conf-resp	201	1027449	3.4544	2.4077	1.17	0.51523	r	1
1005.44140625	0	stim-adapt	100	1029572	0.47301	2.0171	1.14	1.5039	e	1
1007.5244140625	0	hit	101	1031705	0.47301	2.0171	1.14	1.5039	e	1
1008.033203125	0	conf	200	1032226	0.47301	2.0171	1.14	1.5039	e	1
1010.05078125	0	conf-resp	201	1034292	0.47301	2.0171	1.14	1.5039	e	1
1011.0771484375	0	stim-adapt	100	1035343	0.32344	2.1733	1.11	0.45734	j	1
1014.0576171875	0	hit	101	1038395	0.32344	2.1733	1.11	0.45734	j	1
1014.5771484375	0	conf	200	1038927	0.32344	2.1733	1.11	0.45734	j	1
1016.7509765625	0	conf-resp	201	1041153	0.32344	2.1733	1.11	0.45734	j	1
1017.4462890625	0	stim-adapt	100	1041865	0.49818	2.0084	1.08	0.12837	h	1
1020.94921875	0	cr	104	1045452	0.49818	2.0084	1.08	0.12837	h	1
1021.458984375	0	conf	200	1045974	0.49818	2.0084	1.08	0.12837	h	1
1023.466796875	0	conf-resp	201	1048030	0.49818	2.0084	1.08	0.12837	h	1
1025.5712890625	0	stim-adapt	100	1050185	0.64517	1.7927	1.08	1.5347	i	0.7
1027.81640625	0	miss	102	1052484	0.64517	1.7927	1.08	1.5347	i	0.7
1028.3251953125	0	conf	200	1053005	0.64517	1.7927	1.08	1.5347	i	0.7
1030.1181640625	0	conf-resp	201	1054841	0.64517	1.7927	1.08	1.5347	i	0.7
1032.029296875	0	stim-adapt	100	1056798	0.69238	1.0175	1.11	1.3424	t	0.5
1034.515625	0	miss	102	1059344	0.69238	1.0175	1.11	1.3424	t	0.5
1035.0322265625	0	conf	200	1059873	0.69238	1.0175	1.11	1.3424	t	0.5
1036.05078125	0	conf-resp	201	1060916	0.69238	1.0175	1.11	1.3424	t	0.5
1038.052734375	0	stim-adapt	100	1062966	0.33308	2.2429	1.14	1.4304	h	1
1040.0927734375	0	hit	101	1065055	0.33308	2.2429	1.14	1.4304	h	1
1040.607421875	0	conf	200	1065582	0.33308	2.2429	1.14	1.4304	h	1
1042.8505859375	0	conf-resp	201	1067879	0.33308	2.2429	1.14	1.4304	h	1
1044.703125	0	stim-adapt	100	1069776	0.689	2.2315	1.11	1.2841	i	1
1047.2412109375	0	hit	101	1072375	0.689	2.2315	1.11	1.2841	i	1
1047.751953125	0	conf	200	1072898	0.689	2.2315	1.11	1.2841	i	1
1049.984375	0	conf-resp	201	1075184	0.689	2.2315	1.11	1.2841	i	1
1051.388671875	0	stim-adapt	100	1076622	1.3606	2.5312	1.08	0.8381	t	0.93
1055.0478515625	0	hit	101	1080369	1.3606	2.5312	1.08	0.8381	t	0.93
1055.5556640625	0	conf	200	1080889	1.3606	2.5312	1.08	0.8381	t	0.93
1058.0869140625	0	conf-resp	201	1083481	1.3606	2.5312	1.08	0.8381	t	0.93
1059.4326171875	0	stim-adapt	100	1084859	0.56366	1.9399	1.05	0.78152	h	1
1062.33203125	0	hit	101	1087828	0.56366	1.9399	1.05	0.78152	h	1
1062.84375	0	conf	200	1088352	0.56366	1.9399	1.05	0.78152	h	1
1064.783203125	0	conf-resp	201	1090338	0.56366	1.9399	1.05	0.78152	h	1
1066.9833984375	0	stim-adapt	100	1092591	0.3779	1.6446	1.02	1.6323	i	0.76
1068.8447265625	0	cr	104	1094497	0.3779	1.6446	1.02	1.6323	i	0.76
1069.3544921875	0	conf	200	1095019	0.3779	1.6446	1.02	1.6323	i	0.76
1071.0009765625	0	conf-resp	201	1096705	0.3779	1.6446	1.02	1.6323	i	0.76
1072.2021484375	0	stim-adapt	100	1097935	0.40321	2.1303	1.02	0.63486	t	1
1075.1044921875	0	hit	101	1100907	0.40321	2.1303	1.02	0.63486	t	1
1075.6201171875	0	conf	200	1101435	0.40321	2.1303	1.02	0.63486	t	1
1077.75	0	conf-resp	201	1103616	0.40321	2.1303	1.02	0.63486	t	1
1079.9462890625	0	stim-adapt	100	1105865	0.38782	1.2347	0.99	1.6291	h	0.61
1081.8212890625	0	cr	104	1107785	0.38782	1.2347	0.99	1.6291	h	0.61
1082.33203125	0	conf	200	1108308	0.38782	1.2347	0.99	1.6291	h	0.61
1083.56640625	0	conf-resp	201	1109572	0.38782	1.2347	0.99	1.6291	h	0.61
1085.7197265625	0	stim-adapt	100	1111777	1.6148	1.6195	0.99	1.5781	i	0.61
1088.8837890625	0	miss	102	1115017	1.6148	1.6195	0.99	1.5781	i	0.61
1089.396484375	0	conf	200	1115542	1.6148	1.6195	0.99	1.5781	i	0.61
1091.0166015625	0	conf-resp	201	1117201	1.6148	1.6195	0.99	1.5781	i	0.61
1093.2939453125	0	stim-adapt	100	1119533	0.63669	1.6769	1.02	1.7045	t	0.72
1095.361328125	0	miss	102	1121650	0.63669	1.6769	1.02	1.7045	t	0.72
1095.873046875	0	conf	200	1122174	0.63669	1.6769	1.02	1.7045	t	0.72
1097.5498046875	0	conf-resp	201	1123891	0.63669	1.6769	1.02	1.7045	t	0.72
1099.126953125	0	stim-adapt	100	1125506	0.76352	1.2271	1.05	1.0113	h	0.5
1101.99609375	0	cr	104	1128444	0.76352	1.2271	1.05	1.0113	h	0.5
1102.505859375	0	conf	200	1128966	0.76352	1.2271	1.05	1.0113	h	0.5
1103.7333984375	0	conf-resp	201	1130223	0.76352	1.2271	1.05	1.0113	h	0.5
1105.5712890625	0	stim-adapt	100	1132105	0.42686	2.4974	1.05	1.2713	i	1
1107.8603515625	0	hit	101	1134449	0.42686	2.4974	1.05	1.2713	i	1
1108.3681640625	0	conf	200	1134969	0.42686	2.4974	1.05	1.2713	i	1
1110.8662109375	0	conf-resp	201	1137527	0.42686	2.4974	1.05	1.2713	i	1
1113.3447265625	0	stim-adapt	100	1140065	0.53039	6.4756	1.02	1.9018	t	0.63
1115.6064453125	0	conf	200	1142381	0.53039	6.4756	1.02	1.9018	t	0.63
1122.08203125	0	conf-resp	201	1149012	0.53039	6.4756	1.02	1.9018	t	0.63
1123.5380859375	0	stim-adapt	100	1150503	0.90174	3.369	1.02	0.88793	h	0.62
1126.6884765625	0	miss	102	1153729	0.90174	3.369	1.02	0.88793	h	0.62
1127.197265625	0	conf	200	1154250	0.90174	3.369	1.02	0.88793	h	0.62
1130.56640625	0	conf-resp	201	1157700	0.90174	3.369	1.02	0.88793	h	0.62
1131.25390625	0	stim-adapt	100	1158404	0.70595	1.9178	1.05	0.12004	i	0.59
1134.97265625	0	cr	104	1162212	0.70595	1.9178	1.05	0.12004	i	0.59
1135.4814453125	0	conf	200	1162733	0.70595	1.9178	1.05	0.12004	i	0.59
1137.3994140625	0	conf-resp	201	1164697	0.70595	1.9178	1.05	0.12004	i	0.59
1139.7001953125	0	stim-adapt	100	1167053	0.62155	2.9197	1.05	1.7335	t	0.71
1141.720703125	0	miss	102	1169122	0.62155	2.9197	1.05	1.7335	t	0.71
1142.2294921875	0	conf	200	1169643	0.62155	2.9197	1.05	1.7335	t	0.71
1145.1494140625	0	conf-resp	201	1172633	0.62155	2.9197	1.05	1.7335	t	0.71
1146.9775390625	0	stim-adapt	100	1174505	0.44009	2.3839	1.08	1.2624	c	1
1149.2724609375	0	hit	101	1176855	0.44009	2.3839	1.08	1.2624	c	1
1149.78125	0	conf	200	1177376	0.44009	2.3839	1.08	1.2624	c	1
1152.1650390625	0	conf-resp	201	1179817	0.44009	2.3839	1.08	1.2624	c	1
1153.443359375	0	stim-adapt	100	1181126	0.34079	2.0132	1.05	0.71015	r	1
1156.2099609375	0	hit	101	1183959	0.34079	2.0132	1.05	0.71015	r	1
1156.71875	0	conf	200	1184480	0.34079	2.0132	1.05	0.71015	r	1
1158.732421875	0	conf-resp	201	1186542	0.34079	2.0132	1.05	0.71015	r	1
1161.302734375	0	stim-adapt	100	1189174	0.59436	1.584	1.02	1.994	e	0.74
1163.0263671875	0	cr	104	1190939	0.59436	1.584	1.02	1.994	e	0.74
1163.53515625	0	conf	200	1191460	0.59436	1.584	1.02	1.994	e	0.74
1165.1201171875	0	conf-resp	201	1193083	0.59436	1.584	1.02	1.994	e	0.74
1166.130859375	0	stim-adapt	100	1194118	0.36451	2.5598	1.02	0.44834	j	0.6
1169.1640625	0	cr	104	1197224	0.36451	2.5598	1.02	0.44834	j	0.6
1169.6728515625	0	conf	200	1197745	0.36451	2.5598	1.02	0.44834	j	0.6
1172.232421875	0	conf-resp	201	1200366	0.36451	2.5598	1.02	0.44834	j	0.6
1174.1103515625	0	stim-adapt	100	1202289	0.4233	2.483	1.02	1.3049	c	0.5
1176.357421875	0	miss	102	1204590	0.4233	2.483	1.02	1.3049	c	0.5
1176.8662109375	0	conf	200	1205111	0.4233	2.483	1.02	1.3049	c	0.5
1179.34765625	0	conf-resp	201	1207652	0.4233	2.483	1.02	1.3049	c	0.5
1181.1259765625	0	stim-adapt	100	1209473	0.45737	2.5324	1.05	1.21	r	0.59
1183.5078125	0	hit	101	1211912	0.45737	2.5324	1.05	1.21	r	0.59
1184.0166015625	0	conf	200	1212433	0.45737	2.5324	1.05	1.21	r	0.59
1186.548828125	0	conf-resp	201	1215026	0.45737	2.5324	1.05	1.21	r	0.59
1187.892578125	0	stim-adapt	100	1216402	0.37105	2.2201	1.02	0.77449	e	0.87
1190.6201171875	0	hit	101	1219195	0.37105	2.2201	1.02	0.77449	e	0.87
1191.12890625	0	conf	200	1219716	0.37105	2.2201	1.02	0.77449	e	0.87
1193.34765625	0	conf-resp	201	1221988	0.37105	2.2201	1.02	0.77449	e	0.87
1194.2001953125	0	stim-adapt	100	1222861	0.33898	1.9521	0.99	0.28437	j	0.83
1197.3701171875	0	hit	101	1226107	0.33898	1.9521	0.99	0.28437	j	0.83
1197.87890625	0	conf	200	1226628	0.33898	1.9521	0.99	0.28437	j	0.83
1199.83203125	0	conf-resp	201	1228628	0.33898	1.9521	0.99	0.28437	j	0.83
1200.4482421875	0	stim-adapt	100	1229259	0.84618	2.0111	0.96	0.05027	m	0.81
1204.37890625	0	miss	102	1233284	0.84618	2.0111	0.96	0.05027	m	0.81
1204.8857421875	0	conf	200	1233803	0.84618	2.0111	0.96	0.05027	m	0.81
1206.8974609375	0	conf-resp	201	1235863	0.84618	2.0111	0.96	0.05027	m	0.81
1208.3095703125	0	stim-adapt	100	1237309	0.94039	3.1325	0.99	0.84222	i	0.81
1211.5400390625	0	hit	101	1240617	0.94039	3.1325	0.99	0.84222	i	0.81
1212.048828125	0	conf	200	1241138	0.94039	3.1325	0.99	0.84222	i	0.81
1215.1806640625	0	conf-resp	201	1244345	0.94039	3.1325	0.99	0.84222	i	0.81
1216.1171875	0	stim-adapt	100	1245304	0.64445	2.391	0.96	0.3682	s	0.91
1219.5302734375	0	cr	104	1248799	0.64445	2.391	0.96	0.3682	s	0.91
1220.0400390625	0	conf	200	1249321	0.64445	2.391	0.96	0.3682	s	0.91
1222.4306640625	0	conf-resp	201	1251769	0.64445	2.391	0.96	0.3682	s	0.91
1224.45703125	0	stim-adapt	100	1253844	0.51075	2.1118	0.96	1.4516	s	0.67
1226.642578125	0	miss	102	1256082	0.51075	2.1118	0.96	1.4516	s	0.67
1227.15234375	0	conf	200	1256604	0.51075	2.1118	0.96	1.4516	s	0.67
1229.2646484375	0	conf-resp	201	1258767	0.51075	2.1118	0.96	1.4516	s	0.67
1230.5712890625	0	stim-adapt	100	1260105	0.43573	2.5039	0.99	0.74073	h	0.91
1233.408203125	0	hit	101	1263010	0.43573	2.5039	0.99	0.74073	h	0.91
1233.92578125	0	conf	200	1263540	0.43573	2.5039	0.99	0.74073	h	0.91
1236.4306640625	0	conf-resp	201	1266105	0.43573	2.5039	0.99	0.74073	h	0.91
1238.69140625	0	stim-adapt	100	1268420	0.39836	1.7257	0.96	1.6831	i	0.63
1240.5302734375	0	miss	102	1270303	0.39836	1.7257	0.96	1.6831	i	0.63
1241.0390625	0	conf	200	1270824	0.39836	1.7257	0.96	1.6831	i	0.63
1242.7646484375	0	conf-resp	201	1272591	0.39836	1.7257	0.96	1.6831	i	0.63
1244.8076171875	0	stim-adapt	100	1274683	0.73458	1.6063	0.99	1.4685	t	0.5
1247.2001953125	0	miss	102	1277133	0.73458	1.6063	0.99	1.4685	t	0.5
1247.70703125	0	conf	200	1277652	0.73458	1.6063	0.99	1.4685	t	0.5
1249.314453125	0	conf-resp	201	1279298	0.73458	1.6063	0.99	1.4685	t	0.5
1251.0234375	0	stim-adapt	100	1281048	0.54511	2.0285	1.02	1.1421	c	0.63
1253.5439453125	0	miss	102	1283629	0.54511	2.0285	1.02	1.1421	c	0.63
1254.0517578125	0	conf	200	1284149	0.54511	2.0285	1.02	1.1421	c	0.63
1256.0810546875	0	conf-resp	201	1286227	0.54511	2.0285	1.02	1.1421	c	0.63
1257.001953125	0	stim-adapt	100	1287170	0.3969	2.7607	1.05	0.35371	r	0.77
1260.16015625	0	miss	102	1290404	0.3969	2.7607	1.05	0.35371	r	0.77
1260.669921875	0	conf	200	1290926	0.3969	2.7607	1.05	0.35371	r	0.77
1263.4306640625	0	conf-resp	201	1293753	0.3969	2.7607	1.05	0.35371	r	0.77
1265.921875	0	stim-adapt	100	1296304	0.46192	1.6541	1.08	1.9148	e	0.86
1267.59375	0	miss	102	1298016	0.46192	1.6541	1.08	1.9148	e	0.86
1268.109375	0	conf	200	1298544	0.46192	1.6541	1.08	1.9148	e	0.86
1269.7646484375	0	conf-resp	201	1300239	0.46192	1.6541	1.08	1.9148	e	0.86
1270.86328125	0	stim-adapt	100	1301364	0.5738	1.5533	1.11	0.53064	j	0.69
1274.0400390625	0	hit	101	1304617	0.5738	1.5533	1.11	0.53064	j	0.69
1274.5478515625	0	conf	200	1305137	0.5738	1.5533	1.11	0.53064	j	0.69
1276.1015625	0	conf-resp	201	1306728	0.5738	1.5533	1.11	0.53064	j	0.69
1278.5302734375	0	stim-adapt	100	1309215	0.74538	1.4559	1.08	1.8492	h	0.69
1280.5654296875	0	miss	102	1311299	0.74538	1.4559	1.08	1.8492	h	0.69
1281.0732421875	0	conf	200	1311819	0.74538	1.4559	1.08	1.8492	h	0.69
1282.53125	0	conf-resp	201	1313312	0.74538	1.4559	1.08	1.8492	h	0.69
1283.544921875	0	stim-adapt	100	1314350	0.39834	0.93755	1.11	0.44754	i	0.6
1286.6328125	0	cr	104	1317512	0.39834	0.93755	1.11	0.44754	i	0.6
1287.142578125	0	conf	200	1318034	0.39834	0.93755	1.11	0.44754	i	0.6
1288.080078125	0	conf-resp	201	1318994	0.39834	0.93755	1.11	0.44754	i	0.6
1289.39453125	0	stim-adapt	100	1320340	1.663	1.1579	1.11	0.74713	t	0.5
1293.4462890625	0	miss	102	1324489	1.663	1.1579	1.11	0.74713	t	0.5
1293.955078125	0	conf	200	1325010	1.663	1.1579	1.11	0.74713	t	0.5
1295.11328125	0	conf-resp	201	1326196	1.663	1.1579	1.11	0.74713	t	0.5
1295.8544921875	0	stim-adapt	100	1326955	0.57664	2.2305	1.14	0.175	m	0.63
1299.3916015625	0	miss	102	1330577	0.57664	2.2305	1.14	0.175	m	0.63
1299.8994140625	0	conf	200	1331097	0.57664	2.2305	1.14	0.175	m	0.63
1302.130859375	0	conf-resp	201	1333382	0.57664	2.2305	1.14	0.175	m	0.63
1303.9794921875	0	stim-adapt	100	1335275	0.33365	4.673	1.17	1.2802	i	0.39
1306.1650390625	0	miss	102	1337513	0.33365	4.673	1.17	1.2802	i	0.39
1306.673828125	0	conf	200	1338034	0.33365	4.673	1.17	1.2802	i	0.39
1311.345703125	0	conf-resp	201	1342818	0.33365	4.673	1.17	1.2802	i	0.39
1312.2744140625	0	stim-adapt	100	1343769	0.41803	3.0893	1.2	0.36123	s	0.76
1315.4658203125	0	cr	104	1347037	0.41803	3.0893	1.2	0.36123	s	0.76
1315.97265625	0	conf	200	1347556	0.41803	3.0893	1.2	0.36123	s	0.76
1319.0634765625	0	conf-resp	201	1350721	0.41803	3.0893	1.2	0.36123	s	0.76
1319.720703125	0	stim-adapt	100	1351394	0.36571	1.9088	1.2	0.090102	s	0.78
1323.111328125	0	miss	102	1354866	0.36571	1.9088	1.2	0.090102	s	0.78
1323.6201171875	0	conf	200	1355387	0.36571	1.9088	1.2	0.090102	s	0.78
1325.5302734375	0	conf-resp	201	1357343	0.36571	1.9088	1.2	0.090102	s	0.78
1327.5419921875	0	stim-adapt	100	1359403	1.3266	2.5072	1.23	1.4463	m	0.74
1330.5419921875	0	miss	102	1362475	1.3266	2.5072	1.23	1.4463	m	0.74
1331.0556640625	0	conf	200	1363001	1.3266	2.5072	1.23	1.4463	m	0.74
1333.5634765625	0	conf-resp	201	1365569	1.3266	2.5072	1.23	1.4463	m	0.74
1334.8251953125	0	stim-adapt	100	1366861	0.35224	2.0045	1.26	0.69488	i	0.93
1337.6171875	0	hit	101	1369720	0.35224	2.0045	1.26	0.69488	i	0.93
1338.125	0	conf	200	1370240	0.35224	2.0045	1.26	0.69488	i	0.93
1340.12890625	0	conf-resp	201	1372292	0.35224	2.0045	1.26	0.69488	i	0.93
1607.146484375	0	stim-adapt	100	1645718	1.4979	2.2771	1.26	1.3604	s	0.5
1610.427734375	0	cr	104	1649078	1.4979	2.2771	1.26	1.3604	s	0.5
1610.9462890625	0	conf	200	1649609	1.4979	2.2771	1.26	1.3604	s	0.5
1613.2255859375	0	conf-resp	201	1651943	1.4979	2.2771	1.26	1.3604	s	0.5
1614.857421875	0	stim-adapt	100	1653614	0.52084	2.3007	1.26	1.0557	s	1
1617.44921875	0	hit	101	1656268	0.52084	2.3007	1.26	1.0557	s	1
1617.95703125	0	conf	200	1656788	0.52084	2.3007	1.26	1.0557	s	1
1620.2587890625	0	conf-resp	201	1659145	0.52084	2.3007	1.26	1.0557	s	1
1621.6494140625	0	stim-adapt	100	1660569	1.2426	2.0485	1.2348	0.82319	c	1
1625.1845703125	0	hit	101	1664189	1.2426	2.0485	1.2348	0.82319	c	1
1625.693359375	0	conf	200	1664710	1.2426	2.0485	1.2348	0.82319	c	1
1627.7421875	0	conf-resp	201	1666808	1.2426	2.0485	1.2348	0.82319	c	1
1629.5166015625	0	stim-adapt	100	1668625	1.2643	1.0939	1.2096	1.2053	r	0.62
1632.689453125	0	cr	104	1671874	1.2643	1.0939	1.2096	1.2053	r	0.62
1633.1982421875	0	conf	200	1672395	1.2643	1.0939	1.2096	1.2053	r	0.62
1634.2919921875	0	conf-resp	201	1673515	1.2643	1.0939	1.2096	1.2053	r	0.62
1636.3603515625	0	stim-adapt	100	1675633	2.7497	1.3218	1.2096	1.501	e	0.72
1640.7451171875	0	miss	102	1680123	2.7497	1.3218	1.2096	1.501	e	0.72
1641.25390625	0	conf	200	1680644	2.7497	1.3218	1.2096	1.501	e	0.72
1642.5751953125	0	conf-resp	201	1681997	2.7497	1.3218	1.2096	1.501	e	0.72
1644.30859375	0	stim-adapt	100	1683772	0.52318	1.2563	1.2348	1.1671	j	0.65
1646.783203125	0	cr	104	1686306	0.52318	1.2563	1.2348	1.1671	j	0.65
1647.30078125	0	conf	200	1686836	0.52318	1.2563	1.2348	1.1671	j	0.65
1648.5576171875	0	conf-resp	201	1688123	0.52318	1.2563	1.2348	1.1671	j	0.65
1650.236328125	0	stim-adapt	100	1689842	0.57556	2.1941	1.2348	1.1036	m	1
1652.8369140625	0	hit	101	1692505	0.57556	2.1941	1.2348	1.1036	m	1
1653.345703125	0	conf	200	1693026	0.57556	2.1941	1.2348	1.1036	m	1
1655.5419921875	0	conf-resp	201	1695275	0.57556	2.1941	1.2348	1.1036	m	1
1657.2744140625	0	stim-adapt	100	1697049	0.38475	2.0894	1.2096	1.1671	i	1
1659.6103515625	0	hit	101	1699441	0.38475	2.0894	1.2096	1.1671	i	1
1660.1181640625	0	conf	200	1699961	0.38475	2.0894	1.2096	1.1671	i	1
1662.20703125	0	conf-resp	201	1702100	0.38475	2.0894	1.2096	1.1671	i	1
1663.798828125	0	stim-adapt	100	1703730	1.5053	2.0689	1.1844	1.0236	s	0.98
1667.4140625	0	hit	101	1707432	1.5053	2.0689	1.1844	1.0236	s	0.98
1667.9228515625	0	conf	200	1707953	1.5053	2.0689	1.1844	1.0236	s	0.98
1669.9921875	0	conf-resp	201	1710072	1.5053	2.0689	1.1844	1.0236	s	0.98
1670.7236328125	0	stim-adapt	100	1710821	0.35899	2.0821	1.1592	0.16519	s	1
1674.0341796875	0	hit	101	1714211	0.35899	2.0821	1.1592	0.16519	s	1
1674.5419921875	0	conf	200	1714731	0.35899	2.0821	1.1592	0.16519	s	1
1676.625	0	conf-resp	201	1716864	0.35899	2.0821	1.1592	0.16519	s	1
1678.630859375	0	stim-adapt	100	1718918	1.1397	1.9488	1.134	1.4391	h	1
1681.466796875	0	cr	104	1721822	1.1397	1.9488	1.134	1.4391	h	1
1681.9755859375	0	conf	200	1722343	1.1397	1.9488	1.134	1.4391	h	1
1683.923828125	0	conf-resp	201	1724338	1.1397	1.9488	1.134	1.4391	h	1
