onset	duration	stim_onset_s_	stim_dur_s_	type	trial_type	stim_file
2193.757439	0.548334	2190.640625	3.691519	Sound	NPI	NPI_popped(square).wav
2200.4334965	0.468781	2198.3515625	2.579665	Sound	NPC	NPC_blocks.wav
2206.351141375	0.395447	2204.943359375	1.851474	Sound	NPI	NPI_legs(barn).wav
2212.88271925	0.422825	2210.80078125	2.535918	Sound	NPI	NPI_hair(nest).wav
2220.554794	0.383856	2217.34375	3.655578	Sound	NPC	NPC_bag.wav
2228.04123825	0.497089	2225.00390625	3.602834	Sound	NPC	NPC_fake.wav
2234.71593925	0.41799	2232.61328125	2.558277	Sound	NPC	NPC_ghosts.wav
2240.931551125	0.485307	2239.189453125	2.256757	Sound	NPI	NPI_thorns(house).wav
2247.028711625	0.518633	2245.447265625	2.128549	Sound	NPC	NPC_clean.wav
2254.26662775	0.459181	2251.58984375	3.166984	Sound	NPI	NPI_cart(score).wav
2260.343768	0.443955	2258.765625	2.035125	Sound	NPC	NPC_nests.wav
2267.299609625	0.396546	2264.806640625	2.92941	Sound	NPI	NPI_chalk(fat).wav
2273.173198	0.521026	2271.75	1.878932	Sound	NPI	NPI_snake(play).wav
2279.732097375	0.558529	2277.740234375	2.583084	Sound	NPI	NPI_bloom(school).wav
2286.75103225	0.350161	2284.33203125	2.808889	Sound	NPC	NPC_bowl.wav
2294.103392125	0.448038	2291.158203125	3.428186	Sound	NPI	NPI_fork(cleats).wav
2299.8232285	0.551908	2298.6015625	1.799796	Sound	NPC	NPC_caves.wav
2306.54197525	0.360944	2304.41015625	2.519546	Sound	NPC	NPC_wear.wav
2312.883942875	0.397039	2310.935546875	2.362313	Sound	NPC	NPC_bones.wav
2319.355372875	0.402042	2317.310546875	2.476508	Sound	NPI	NPI_cob(lie).wav
2326.83133725	0.682588	2323.78515625	3.767415	Sound	NPI	NPI_animals(trampoline).wav
2333.438742	0.437895	2331.5625	2.343356	Sound	NPC	NPC_fin.wav
2339.224647	0.387186	2337.921875	1.733288	Sound	NPC	NPC_duck.wav
2345.4331985	0.432399	2343.6796875	2.241315	Sound	NPI	NPI_pants(woods).wav
2352.202194	0.417096	2349.9375	2.708118	Sound	NPI	NPI_clown(dice).wav
2359.034433375	0.444593	2356.646484375	2.871678	Sound	NPI	NPI_desk(ice).wav
2365.7045535	0.392814	2363.5390625	2.598163	Sound	NPI	NPI_dolls(worm).wav
2372.6819825	0.391333	2370.1484375	2.951429	Sound	NPI	NPI_blue(arm).wav
2378.406012875	0.310384	2377.107421875	1.657007	Sound	NPI	NPI_duck(bank).wav
2384.525869875	0.455087	2382.763671875	2.251156	Sound	NPI	NPI_crafts(tank).wav
2390.3882115	0.469821	2389.0390625	1.877937	Sound	NPI	NPI_bird(thorn).wav
2398.2571765	0.469265	2394.9140625	3.84195	Sound	NPI	NPI_broke(pond).wav
2404.6062085	0.413546	2402.7734375	2.275737	Sound	NPI	NPI_lawn(weight).wav
2412.18403225	0.43075	2409.06640625	3.578784	Sound	NPC	NPC_bake.wav
2419.53675325	0.564119	2416.66015625	3.487188	Sound	NPC	NPC_gloves.wav
2425.94077575	0.439513	2424.15234375	2.261882	Sound	NPC	NPC_glass.wav
2432.592791375	0.343005	2430.427734375	2.541905	Sound	NPC	NPC_car.wav
2438.353879125	0.483177	2436.986328125	1.889909	Sound	NPI	NPI_cream(couch).wav
2444.27483425	0.498766	2442.87890625	1.906168	Sound	NPC	NPC_gills.wav
2451.36215425	0.400653	2448.78515625	3.006463	Sound	NPI	NPI_crust(foot).wav
2458.805497875	0.426277	2455.794921875	3.465578	Sound	NPC	NPC_study.wav
2465.430819375	0.490028	2463.271484375	2.710794	Sound	NPI	NPI_flat(cow).wav
2472.703086875	0.34928	2469.998046875	3.086485	Sound	NPI	NPI_drill(bowl).wav
2479.724457875	0.363715	2477.107421875	3.022381	Sound	NPC	NPC_bow.wav
2486.1548075	0.440391	2484.1328125	2.500907	Sound	NPC	NPC_cape.wav
2493.711734125	0.485937	2490.642578125	3.57932	Sound	NPC	NPC_bruise.wav
2500.354505	0.459253	2498.234375	2.608889	Sound	NPC	NPC_dice.wav
2507.49967	0.458311	2504.84375	3.144331	Sound	NPI	NPI_cough(friend).wav
2515.220676	0.448658	2511.953125	3.748526	Sound	NPI	NPI_cone(hug).wav
2522.43028775	0.401586	2519.71484375	3.136576	Sound	NPI	NPI_skunk(broom).wav
2528.608991875	0.482036	2526.857421875	2.257188	Sound	NPC	NPC_ears.wav
2536.4106845	0.424885	2533.1328125	3.729229	Sound	NPC	NPC_tear.wav
2543.406907	0.501033	2540.875	3.07542	Sound	NPC	NPC_present.wav
2549.896449875	0.404155	2547.951171875	2.400113	Sound	NPI	NPI_cages(woman).wav
2556.101641	0.341451	2554.359375	2.115034	Sound	NPC	NPC_clock.wav
2563.099298	0.337446	2560.484375	3.008617	Sound	NPI	NPI_clouds(dirt).wav
2569.629243625	0.428818	2567.494140625	2.61288	Sound	NPC	NPC_aisle.wav
2577.192798625	0.453494	2574.119140625	3.545873	Sound	NPC	NPC_whales.wav
2584.0415835	0.437328	2581.6796875	2.839093	Sound	NPI	NPI_camping(bacon).wav
2590.3258105	0.491006	2588.5234375	2.330975	Sound	NPI	NPI_kitchen(baby).wav
2596.980192375	0.405647	2594.865234375	2.550726	Sound	NPC	NPC_glue.wav
2603.681491125	0.390111	2601.423828125	2.704538	Sound	NPC	NPC_bottle.wav
2610.8809585	0.501699	2608.1328125	3.282902	Sound	NPC	NPC_ants.wav
2617.17692525	0.471622	2615.42578125	2.288662	Sound	NPC	NPC_pants.wav
2623.126371	0.395135	2621.734375	1.831882	Sound	NPI	NPI_pink(door).wav
2629.50551475	0.373599	2627.57421875	2.333197	Sound	NPC	NPC_wet.wav
2636.94259975	0.483508	2633.93359375	3.534467	Sound	NPI	NPI_cliff(sheep).wav
2642.7959835	0.448995	2641.4765625	1.790385	Sound	NPC	NPC_dog.wav
2648.59639725	0.435413	2647.28515625	1.786621	Sound	NPI	NPI_dog(chalk).wav
2654.667340875	0.343232	2653.091796875	1.937052	Sound	NPC	NPC_catch.wav
2661.617415125	0.268035	2659.033203125	2.879252	Sound	NPI	NPI_bus(egg).wav
2668.23679625	0.481442	2665.92578125	2.826259	Sound	NPC	NPC_dress.wav
2674.377864125	0.471301	2672.767578125	2.119048	Sound	NPI	NPI_sun(lunch).wav
2681.306334125	0.473628	2678.892578125	2.942404	Sound	NPC	NPC_party.wav
2687.4699135	0.440651	2685.8515625	2.110295	Sound	NPC	NPC_night.wav
