onset	duration	stim_onset_s_	stim_dur_s_	type	trial_type	stim_file
n/a	n/a	891.034799	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	891.58984375	n/a	Response	right	n/a
895.05314025	0.485259	893.59765625	1.964875	Sound	NPC	NPC_hands.wav
n/a	n/a	897.56253125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	898.533203125	n/a	Response	right	n/a
903.074560625	0.391333	900.541015625	2.951429	Sound	NPI	NPI_blue(arm).wav
n/a	n/a	905.492444625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	906.341796875	n/a	Response	left	n/a
910.9616055	0.47743	908.3515625	3.114694	Sound	NPI	NPI_fingers(kitchen).wav
n/a	n/a	913.4662565	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	915.892578125	n/a	Response	left	n/a
919.3293825	0.464624	917.8984375	1.930476	Sound	NPC	NPC_toilet.wav
n/a	n/a	921.8289135	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	923.75	n/a	Response	right	n/a
928.3348105	0.400653	925.7578125	3.006463	Sound	NPI	NPI_crust(foot).wav
n/a	n/a	930.7642755	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	931.685546875	n/a	Response	left	n/a
936.234909875	0.501648	933.701171875	3.078617	Sound	NPI	NPI_present(sister).wav
n/a	n/a	938.779788875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	939.412109375	n/a	Response	left	n/a
942.8528855	0.521026	941.4296875	1.878932	Sound	NPI	NPI_snake(play).wav
n/a	n/a	945.3086195	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	945.94140625	n/a	Response	left	n/a
950.422027125	0.461078	947.955078125	2.95585	Sound	NPC	NPC_fight.wav
n/a	n/a	952.910928125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	955.060546875	n/a	Response	right	n/a
958.38582725	0.448995	957.06640625	1.790385	Sound	NPC	NPC_dog.wav
n/a	n/a	960.85679125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	961.541015625	n/a	Response	right	n/a
965.22573975	0.492961	963.55859375	2.208571	Sound	NPI	NPI_dip(cage).wav
n/a	n/a	967.76716475	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	968.5	n/a	Response	left	n/a
971.859673125	0.345484	970.517578125	1.715624	Sound	NPC	NPC_cold.wav
n/a	n/a	974.233202125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	974.771484375	n/a	Response	right	n/a
978.160543625	0.279175	976.775390625	1.706032	Sound	NPI	NPI_trees(book).wav
n/a	n/a	980.481422625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	981.1875	n/a	Response	left	n/a
985.764993875	0.55108	983.201171875	3.154694	Sound	NPC	NPC_inches.wav
n/a	n/a	988.355865875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	988.755859375	n/a	Response	right	n/a
993.35512275	0.253976	990.76171875	3.007982	Sound	NPI	NPI_flip(dark).wav
n/a	n/a	995.76970075	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	996.259765625	n/a	Response	left	n/a
1000.685240375	0.473628	998.271484375	2.942404	Sound	NPC	NPC_party.wav
n/a	n/a	1003.213888375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1003.90625	n/a	Response	right	n/a
1007.667159625	0.471622	1005.916015625	2.288662	Sound	NPC	NPC_pants.wav
n/a	n/a	1010.204677625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1010.67578125	n/a	Response	right	n/a
n/a	n/a	1011.67578125	5.308549	Picture-Sound	break	(Audio_02)DoYouWantToTakeABreak.wav
1015.7407025	0.481442	1013.4296875	2.826259	Sound	NPC	NPC_dress.wav
n/a	n/a	1018.2559465	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1018.875	n/a	Response	right	n/a
1022.543115875	0.440329	1020.888671875	2.134717	Sound	NPI	NPI_test(dust).wav
n/a	n/a	1025.023388875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1026.283203125	n/a	Response	left	n/a
1030.965217125	0.464172	1028.298828125	3.160884	Sound	NPC	NPC_store.wav
n/a	n/a	1033.459712125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1035.05078125	n/a	Response	right	n/a
1039.168574875	0.386012	1037.060546875	2.524172	Sound	NPC	NPC_chick.wav
n/a	n/a	1041.584718875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1042.25	n/a	Response	right	n/a
1046.85972625	0.517715	1044.26953125	3.115465	Sound	NPI	NPI_axe(grass).wav
n/a	n/a	1049.38499625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1049.9140625	n/a	Response	left	n/a
1054.8126145	0.33859	1051.9296875	3.253379	Sound	NPI	NPI_fixed(dog).wav
n/a	n/a	1057.1830665	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1057.9609375	n/a	Response	left	n/a
1061.593545375	0.483425	1059.974609375	2.117846	Sound	NPC	NPC_mouse.wav
n/a	n/a	1064.092455375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1064.681640625	n/a	Response	right	n/a
1069.287655875	0.478519	1066.701171875	3.103129	Sound	NPC	NPC_button.wav
n/a	n/a	1071.804300875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1072.345703125	n/a	Response	right	n/a
1076.841204125	0.515148	1074.361328125	3.031746	Sound	NPC	NPC_fist.wav
n/a	n/a	1079.393074125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1079.896484375	n/a	Response	right	n/a
1083.675388875	0.499575	1081.904296875	2.296508	Sound	NPI	NPI_earth(rose).wav
n/a	n/a	1086.200804875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1086.888671875	n/a	Response	left	n/a
1090.296575375	0.414744	1088.896484375	1.864059	Sound	NPI	NPI_frog(glove).wav
n/a	n/a	1092.760543375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1093.625	n/a	Response	left	n/a
1097.357716875	0.499446	1095.638671875	2.258277	Sound	NPI	NPI_beat(sneeze).wav
n/a	n/a	1099.896948875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1101.3046875	n/a	Response	left	n/a
1104.93307625	0.415711	1103.31640625	2.063515	Sound	NPC	NPC_claws.wav
n/a	n/a	1107.37992125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1108.376953125	n/a	Response	right	n/a
1112.866274125	0.494072	1110.392578125	2.99288	Sound	NPC	NPC_freeze.wav
n/a	n/a	1115.385458125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1115.86328125	n/a	Response	right	n/a
1119.989018625	0.394849	1117.869140625	2.542744	Sound	NPI	NPI_brown(job).wav
n/a	n/a	1122.411884625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1123.720703125	n/a	Response	left	n/a
1127.886524625	0.412752	1125.728515625	2.610635	Sound	NPI	NPI_nice(gum).wav
n/a	n/a	1130.339150625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1130.919921875	n/a	Response	left	n/a
1136.156294125	0.45597	1132.939453125	3.70712	Sound	NPC	NPC_apple.wav
n/a	n/a	1138.646573125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1138.966796875	n/a	Response	right	n/a
1143.793090875	0.316987	1140.982421875	3.166599	Sound	NPI	NPI_bricks(leg).wav
n/a	n/a	1146.149020875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1147.3828125	n/a	Response	left	n/a
1151.51466125	0.459253	1149.39453125	2.608889	Sound	NPC	NPC_dice.wav
n/a	n/a	1154.00342025	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1154.583984375	n/a	Response	right	n/a
1159.107237625	0.449799	1156.587890625	3.006327	Sound	NPI	NPI_broom(bus).wav
n/a	n/a	1161.594217625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1162.423828125	n/a	Response	left	n/a
n/a	n/a	1163.423828125	5.308549	Picture-Sound	break	(Audio_02)DoYouWantToTakeABreak.wav
1167.827804625	0.427596	1165.634765625	2.662358	Sound	NPC	NPC_plank.wav
n/a	n/a	1170.297123625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1170.837890625	n/a	Response	right	n/a
1174.978853	0.428818	1172.84375	2.61288	Sound	NPC	NPC_aisle.wav
n/a	n/a	1177.45663	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1178.103515625	n/a	Response	right	n/a
1181.88329175	0.455087	1180.12109375	2.251156	Sound	NPI	NPI_crafts(tank).wav
n/a	n/a	1184.37224975	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1185.23828125	n/a	Response	left	n/a
1189.838466875	0.455208	1187.248046875	3.070454	Sound	NPC	NPC_flip.wav
n/a	n/a	1192.318500875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1192.90234375	n/a	Response	right	n/a
1197.503860125	0.479673	1194.908203125	3.125261	Sound	NPI	NPI_shot(crown).wav
n/a	n/a	1200.033464125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1200.869140625	n/a	Response	left	n/a
1205.460246625	0.462019	1202.884765625	3.066531	Sound	NPI	NPI_round(kiss).wav
n/a	n/a	1207.951296625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1208.7734375	n/a	Response	left	n/a
1212.445192875	0.272633	1210.779296875	1.976077	Sound	NPC	NPC_dip.wav
n/a	n/a	1214.755373875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1216.24609375	n/a	Response	right	n/a
1220.790983375	0.459053	1218.255859375	3.008685	Sound	NPI	NPI_cane(fin).wav
n/a	n/a	1223.264544375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1223.990234375	n/a	Response	left	n/a
1228.671464875	0.431193	1225.998046875	3.135351	Sound	NPC	NPC_fat.wav
n/a	n/a	1231.133397875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1231.861328125	n/a	Response	right	n/a
1235.295011125	0.424811	1233.876953125	1.860431	Sound	NPI	NPI_cow(axe).wav
n/a	n/a	1237.737384125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1238.29296875	n/a	Response	left	n/a
1242.57062825	0.421061	1240.30078125	2.721905	Sound	NPC	NPC_gray.wav
n/a	n/a	1245.02268625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1245.66796875	n/a	Response	right	n/a
1251.046787375	0.395286	1247.677734375	3.805873	Sound	NPC	NPC_bright.wav
n/a	n/a	1253.483607375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1254.740234375	n/a	Response	right	n/a
1259.024053375	0.41398	1256.755859375	2.708118	Sound	NPI	NPI_clay(gas).wav
n/a	n/a	1261.463977375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1262.35546875	n/a	Response	left	n/a
1266.5554145	0.408299	1264.3671875	2.622971	Sound	NPC	NPC_fear.wav
n/a	n/a	1268.9901585	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1270.1328125	n/a	Response	right	n/a
1274.44515725	0.365026	1272.14453125	2.67678	Sound	NPC	NPC_out.wav
n/a	n/a	1276.82131125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1277.443359375	n/a	Response	right	n/a
1281.593546	0.426893	1279.453125	2.638401	Sound	NPC	NPC_boat.wav
n/a	n/a	1284.091526	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1284.67578125	n/a	Response	right	n/a
1288.6280835	0.397039	1286.6796875	2.362313	Sound	NPC	NPC_bones.wav
n/a	n/a	1291.0420005	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1291.65234375	n/a	Response	right	n/a
1296.061432	0.414858	1293.65625	2.859478	Sound	NPI	NPI_bowl(test).wav
n/a	n/a	1298.515728	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1299.1875	n/a	Response	left	n/a
1303.03228675	0.440648	1301.19921875	2.305125	Sound	NPC	NPC_lawn.wav
n/a	n/a	1305.50434375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1305.939453125	n/a	Response	right	n/a
1310.514717375	0.410315	1307.958984375	2.992358	Sound	NPC	NPC_spider.wav
n/a	n/a	1312.951342375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1313.810546875	n/a	Response	right	n/a
n/a	n/a	1314.810546875	5.308549	Picture-Sound	break	(Audio_02)DoYouWantToTakeABreak.wav
1319.099000625	0.425424	1317.056640625	2.481678	Sound	NPC	NPC_cry.wav
n/a	n/a	1321.538318625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1322.146484375	n/a	Response	right	n/a
1325.857675625	0.323712	1324.166015625	2.055147	Sound	NPC	NPC_dirt.wav
n/a	n/a	1328.221162625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1328.73828125	n/a	Response	right	n/a
1333.8057485	0.501473	1330.7578125	3.602834	Sound	NPI	NPI_fake(crust).wav
n/a	n/a	1336.3606465	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1336.947265625	n/a	Response	left	n/a
1340.729662	0.432913	1338.953125	2.252834	Sound	NPC	NPC_one.wav
n/a	n/a	1343.205959	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1343.921875	n/a	Response	right	n/a
1347.335516375	0.395447	1345.927734375	1.851474	Sound	NPI	NPI_legs(barn).wav
n/a	n/a	1349.779208375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1350.37109375	n/a	Response	left	n/a
1354.63133875	0.50207	1352.38671875	2.756689	Sound	NPI	NPI_tank(truth).wav
n/a	n/a	1357.14340775	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1357.9375	n/a	Response	left	n/a
1361.621022625	0.386692	1359.947265625	2.1022	Sound	NPC	NPC_dare.wav
n/a	n/a	1364.049465625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1364.72265625	n/a	Response	right	n/a
1369.085854375	0.40107	1366.740234375	2.795828	Sound	NPC	NPC_pipe.wav
n/a	n/a	1371.536062375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1372.673828125	n/a	Response	right	n/a
1377.49712275	0.457955	1374.68359375	3.341882	Sound	NPC	NPC_blinking.wav
n/a	n/a	1380.02547575	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1380.80078125	n/a	Response	right	n/a
1385.066876875	0.533137	1382.810546875	2.851542	Sound	NPC	NPC_candles.wav
n/a	n/a	1387.662088875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1388.2890625	n/a	Response	right	n/a
1392.0562575	0.482036	1390.3046875	2.257188	Sound	NPC	NPC_ears.wav
n/a	n/a	1394.5618755	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1395.728515625	n/a	Response	right	n/a
1399.624288875	0.437895	1397.748046875	2.343356	Sound	NPC	NPC_fin.wav
n/a	n/a	1402.091402875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1402.83203125	n/a	Response	right	n/a
1407.51983475	0.363108	1404.83984375	3.084422	Sound	NPC	NPC_drill.wav
n/a	n/a	1409.92426575	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1410.48046875	n/a	Response	right	n/a
1414.60521	0.448219	1412.5	2.57737	Sound	NPC	NPC_phone.wav
n/a	n/a	1417.07737	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1417.873046875	n/a	Response	right	n/a
1421.633837125	0.31668	1419.876953125	2.10254	Sound	NPC	NPC_card.wav
n/a	n/a	1423.979493125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1424.9921875	n/a	Response	right	n/a
1429.09995725	0.278871	1427.00390625	2.557914	Sound	NPI	NPI_grill(heart).wav
n/a	n/a	1431.56182025	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1433.087890625	n/a	Response	left	n/a
1438.13926625	0.568903	1435.09765625	3.654195	Sound	NPC	NPC_animals.wav
n/a	n/a	1440.75185125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1441.439453125	n/a	Response	right	n/a
1446.173712375	0.367978	1443.458984375	3.134694	Sound	NPI	NPI_hug(fear).wav
n/a	n/a	1448.593678375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1449.583984375	n/a	Response	left	n/a
1453.692978625	0.460769	1451.603515625	2.585488	Sound	NPI	NPI_chick(bruise).wav
n/a	n/a	1456.189003625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1457.744140625	n/a	Response	left	n/a
1461.089472875	0.299372	1459.748046875	1.680658	Sound	NPI	NPI_cold(bib).wav
n/a	n/a	1463.428704875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1464.591796875	n/a	Response	left	n/a
n/a	n/a	1465.591796875	5.308549	Picture-Sound	break	(Audio_02)DoYouWantToTakeABreak.wav
1468.550351	0.358354	1467.328125	1.606689	Sound	NPC	NPC_door.wav
n/a	n/a	1470.934814	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1471.57421875	n/a	Response	right	n/a
1475.2055215	0.45031	1473.5859375	2.09941	Sound	NPC	NPC_farm.wav
n/a	n/a	1477.6853475	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1478.0703125	n/a	Response	right	n/a
1482.512321	0.435997	1480.078125	2.889342	Sound	NPI	NPI_bank(hike).wav
n/a	n/a	1484.967467	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1485.734375	n/a	Response	left	n/a
1490.69468525	0.400244	1487.73828125	3.396463	Sound	NPI	NPI_gloves(car).wav
n/a	n/a	1493.13474425	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1493.734375	n/a	Response	left	n/a
1498.264349	0.431697	1495.75	2.992063	Sound	NPI	NPI_dream(lawn).wav
n/a	n/a	1500.742063	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1501.57421875	n/a	Response	left	n/a
1506.723575	0.409697	1503.59375	3.583832	Sound	NPI	NPI_bear(pie).wav
n/a	n/a	1509.177582	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1509.87890625	n/a	Response	left	n/a
1513.88804575	0.437455	1511.88671875	2.482789	Sound	NPC	NPC_flag.wav
n/a	n/a	1516.36950775	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1517.173828125	n/a	Response	right	n/a
1522.1495465	0.426065	1519.1796875	3.470771	Sound	NPC	NPC_fork.wav
n/a	n/a	1524.6504585	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1526.005859375	n/a	Response	right	n/a
1531.099048625	0.453494	1528.025390625	3.545873	Sound	NPC	NPC_whales.wav
n/a	n/a	1533.571263625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1534.373046875	n/a	Response	right	n/a
1538.61823775	0.391556	1536.38671875	2.66327	Sound	NPI	NPI_nine(cat).wav
n/a	n/a	1541.04998875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1542.30859375	n/a	Response	left	n/a
1545.891140125	0.378652	1544.314453125	1.994195	Sound	NPI	NPI_catch(road).wav
n/a	n/a	1548.308648125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1550.388671875	n/a	Response	right	n/a
1554.092314125	0.442116	1552.408203125	2.13381	Sound	NPI	NPI_steal(earth).wav
n/a	n/a	1556.542013125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1557.4453125	n/a	Response	left	n/a
1562.729043875	0.424885	1559.451171875	3.729229	Sound	NPC	NPC_tear.wav
n/a	n/a	1565.180400875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1566.1640625	n/a	Response	right	n/a
1570.3236595	0.440056	1568.1796875	2.624172	Sound	NPI	NPI_wear(chief).wav
n/a	n/a	1572.8038595	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1573.603515625	n/a	Response	left	n/a
1577.185386875	0.42161	1575.623046875	1.995442	Sound	NPI	NPI_crown(bench).wav
n/a	n/a	1579.618488875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1580.740234375	n/a	Response	left	n/a
1585.340252875	0.444891	1582.748046875	3.069819	Sound	NPC	NPC_crust.wav
n/a	n/a	1587.817865875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1588.53125	n/a	Response	right	n/a
1592.25894375	0.335445	1590.54296875	2.097052	Sound	NPI	NPI_eyes(hip).wav
n/a	n/a	1594.64002075	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1595.923828125	n/a	Response	left	n/a
1600.747980875	0.350784	1597.935546875	3.183129	Sound	NPI	NPI_blinking(belly).wav
n/a	n/a	1603.118675875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1603.71484375	n/a	Response	left	n/a
1607.894420625	0.475089	1605.728515625	2.664422	Sound	NPC	NPC_castle.wav
n/a	n/a	1610.392937625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1611.267578125	n/a	Response	right	n/a
1615.9293575	0.458311	1613.2734375	3.144331	Sound	NPI	NPI_cough(friend).wav
n/a	n/a	1618.4177685	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1619.154296875	n/a	Response	left	n/a
n/a	n/a	1620.154296875	5.308549	Picture-Sound	break	(Audio_02)DoYouWantToTakeABreak.wav
1624.907327875	0.456545	1622.638671875	2.785034	Sound	NPI	NPI_deep(bone).wav
n/a	n/a	1627.423705875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1628.90625	n/a	Response	left	n/a
1632.75957575	0.476342	1630.91796875	2.343356	Sound	NPI	(LD5_Eliminated)NPI_coal(chain).wav
n/a	n/a	1635.26132475	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1636.05859375	n/a	Response	left	n/a
1639.906820875	0.453953	1638.076171875	2.31458	Sound	NPC	(LD5_Eliminated)NPC_coal.wav
n/a	n/a	1642.390751875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1642.794921875	n/a	Response	right	n/a
1646.000362375	0.371188	1644.802734375	1.601882	Sound	NPI	NPI_door(smoke).wav
n/a	n/a	1648.404616375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1651.2109375	n/a	Response	left	n/a
1656.03338175	0.377512	1653.23046875	3.210363	Sound	NPI	NPI_fridge(pig).wav
n/a	n/a	1658.44083175	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1659.513671875	n/a	Response	left	n/a
1663.642989625	0.344339	1661.525390625	2.501882	Sound	NPC	NPC_bite.wav
n/a	n/a	1666.027272625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1667.146484375	n/a	Response	right	n/a
1671.42494375	0.458455	1669.15234375	2.73551	Sound	NPC	NPC_tank.wav
n/a	n/a	1673.88785375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1674.681640625	n/a	Response	right	n/a
1679.5650965	0.43257	1676.6953125	3.339116	Sound	NPC	NPC_fish.wav
n/a	n/a	1682.0344285	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1683.2421875	n/a	Response	right	n/a
1687.044526375	0.521717	1685.255859375	2.348957	Sound	NPC	NPC_kitchen.wav
n/a	n/a	1689.604816375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	1690.216796875	n/a	Response	right	n/a
1695.242997875	0.426277	1692.232421875	3.465578	Sound	NPC	NPC_study.wav
n/a	n/a	1697.697999875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
